JunctionID,StreetIntersectCount,JunctionType,x,y
1145,2,Psudo,-123.1549312,49.27327252
1146,1,Dead end,-123.1549287,49.27334146
1147,3,Junction,-123.1547865,49.24571414
1148,3,Junction,-123.1546493,49.21538558
1149,3,Junction,-123.1547285,49.24086162
1150,3,Junction,-123.1547404,49.24695392
1151,3,Junction,-123.1546248,49.21607496
1152,3,Junction,-123.1547152,49.24765141
1153,3,Junction,-123.1545851,49.21718424
1154,1,Dead end,-123.1546532,49.24930638
1155,4,Junction,-123.1545519,49.21808834
1156,3,Junction,-123.1545276,49.21879441
1157,4,Junction,-123.1545033,49.21952593
1158,4,Junction,-123.1544736,49.22714449
1159,4,Junction,-123.1544283,49.22167475
1160,3,Junction,-123.1544158,49.22203374
1161,4,Junction,-123.1543901,49.2151312
1162,3,Junction,-123.1543885,49.22281494
1163,2,Junction,-123.1544385,49.24006289
1164,3,Junction,-123.1544718,49.25154345
1165,3,Junction,-123.1542989,49.24117192
1166,2,Junction,-123.1537663,49.22495745
1167,3,Junction,-123.153683,49.22581679
1168,3,Junction,-123.1537927,49.26287213
1169,2,Junction,-123.1537478,49.26148525
1170,2,Psudo,-123.1536671,49.24163667
1171,4,Junction,-123.1536504,49.26195136
1172,4,Junction,-123.1534442,49.2420946
1173,3,Junction,-123.15341,49.24300657
1174,4,Junction,-123.153328,49.24519759
1175,3,Junction,-123.1531406,49.21389172
1176,4,Junction,-123.1532368,49.24762811
1177,2,Psudo,-123.153178,49.24928271
1178,3,Junction,-123.153159,49.25727609
1179,4,Junction,-123.1531225,49.25821682
1180,4,Junction,-123.1530904,49.25154219
1181,3,Junction,-123.1529717,49.21950695
1182,4,Junction,-123.1530889,49.25913747
1183,3,Junction,-123.153053,49.25257996
1184,4,Junction,-123.1530541,49.26005803
1185,3,Junction,-123.152932,49.22454993
1186,3,Junction,-123.1530186,49.25348415
1187,3,Junction,-123.1528975,49.22165561
1188,4,Junction,-123.1530186,49.26099779
1189,3,Junction,-123.1529851,49.25438821
1190,4,Junction,-123.1529829,49.26193678
1191,3,Junction,-123.1529508,49.25529228
1192,4,Junction,-123.152949,49.26285705
1193,3,Junction,-123.1529172,49.25619589
1194,4,Junction,-123.1529121,49.26382297
1195,3,Junction,-123.1528771,49.25727129
1196,4,Junction,-123.1528784,49.26473409
1197,3,Junction,-123.1527456,49.22423597
1198,4,Junction,-123.1528467,49.26557239
1199,4,Junction,-123.1528157,49.26641083
1200,4,Junction,-123.1527831,49.26726835
1201,4,Junction,-123.1527507,49.26812549
1202,4,Junction,-123.152718,49.26900692
1203,4,Junction,-123.1526849,49.26988816
1204,3,Junction,-123.1525168,49.21716211
1205,4,Junction,-123.1526523,49.27077023
1206,3,Junction,-123.1524852,49.21805945
1207,3,Junction,-123.1524872,49.22279755
1208,3,Junction,-123.1524601,49.21876866
1209,4,Junction,-123.1526198,49.27165326
1210,3,Junction,-123.1524348,49.21949988
1211,3,Junction,-123.152535,49.25326172
1212,4,Junction,-123.152588,49.27253466
1213,3,Junction,-123.152498,49.25448233
1214,3,Junction,-123.1524629,49.25540303
1215,3,Junction,-123.1525109,49.27452406
1216,4,Junction,-123.1523429,49.22580313
1217,3,Junction,-123.1524287,49.25632424
1218,4,Junction,-123.152304,49.22711777
1219,3,Junction,-123.1523937,49.25726405
1220,3,Junction,-123.1523546,49.2447454
1221,3,Junction,-123.1522712,49.22805481
1222,3,Junction,-123.1522397,49.22893705
1223,3,Junction,-123.1522082,49.22982319
1224,1,Dead end,-123.1522401,49.2417558
1225,3,Junction,-123.1522255,49.24207308
1226,4,Junction,-123.1521727,49.23080123
1227,4,Junction,-123.1521364,49.23177365
1228,4,Junction,-123.1521035,49.23266012
1229,4,Junction,-123.1520706,49.23354307
1230,4,Junction,-123.1520342,49.23451719
1231,2,Junction,-123.1519675,49.23637622
1232,4,Junction,-123.1519575,49.2412152
1233,3,Junction,-123.1518362,49.21259667
1234,3,Junction,-123.1519007,49.23823702
1235,4,Junction,-123.1518682,49.23913076
1236,3,Junction,-123.1519014,49.25115326
1237,3,Junction,-123.1518009,49.22164229
1238,4,Junction,-123.1518352,49.24002313
1239,3,Junction,-123.1518351,49.24671343
1240,1,Dead end,-123.1518133,49.24062429
1241,2,Junction,-123.1517967,49.24586512
1242,3,Junction,-123.1518015,49.24760604
1243,2,Psudo,-123.1517922,49.25016028
1244,3,Junction,-123.1518375,49.27539604
1245,3,Junction,-123.1513291,49.22184507
1246,4,Junction,-123.15141,49.2508668
1247,4,Junction,-123.1512709,49.21415733
1248,4,Junction,-123.1512365,49.2150978
1249,3,Junction,-123.1514027,49.27251541
1250,4,Junction,-123.1512014,49.21604027
1251,4,Junction,-123.1511538,49.21714797
1252,3,Junction,-123.1513272,49.27450485
1253,3,Junction,-123.1510725,49.21948278
1254,2,Psudo,-123.1510556,49.22138409
1255,3,Junction,-123.1510335,49.22184167
1256,4,Junction,-123.1509412,49.22421295
1257,2,Junction,-123.1510689,49.27626597
1258,4,Junction,-123.1508948,49.22578643
1259,4,Junction,-123.1508637,49.22710003
1260,3,Junction,-123.1509126,49.25307129
1261,3,Junction,-123.1508993,49.2534286
1262,2,Junction,-123.1507983,49.22891727
1263,4,Junction,-123.1508613,49.25445698
1264,4,Junction,-123.1508243,49.25191771
1265,4,Junction,-123.150827,49.25537767
1266,4,Junction,-123.1507932,49.256298
1267,4,Junction,-123.1507589,49.2572384
1268,4,Junction,-123.1507241,49.25817955
1269,4,Junction,-123.1506889,49.25909981
1270,4,Junction,-123.1506548,49.26002052
1271,3,Junction,-123.1505719,49.23449466
1272,3,Junction,-123.1505169,49.21947614
1273,4,Junction,-123.1506198,49.26095991
1274,3,Junction,-123.1505345,49.24204386
1275,4,Junction,-123.1505843,49.26189871
1276,4,Junction,-123.1505023,49.23635426
1277,4,Junction,-123.1505493,49.26281902
1278,4,Junction,-123.1503962,49.21315693
1279,4,Junction,-123.1505136,49.26378435
1280,3,Junction,-123.1504353,49.23821505
1281,4,Junction,-123.1504798,49.2646954
1282,2,Junction,-123.150418,49.24666832
1283,3,Junction,-123.150448,49.26553386
1284,3,Junction,-123.150417,49.26637201
1285,4,Junction,-123.1503835,49.26722973
1286,1,Dead end,-123.1503489,49.26595169
1287,4,Junction,-123.1503503,49.26808704
1288,3,Junction,-123.150333,49.26637087
1289,4,Junction,-123.1503166,49.26896877
1290,4,Junction,-123.1502849,49.26984987
1291,4,Junction,-123.150253,49.27073146
1292,4,Junction,-123.1502204,49.27161355
1293,3,Junction,-123.150115,49.24790999
1294,4,Junction,-123.1501888,49.27249631
1295,4,Junction,-123.1501115,49.27448489
1296,2,Junction,-123.1499192,49.21946851
1297,4,Junction,-123.1500776,49.27536741
1298,4,Junction,-123.1500449,49.27624949
1299,2,Junction,-123.1500072,49.27722652
1300,4,Junction,-123.1498657,49.24757551
1301,2,Junction,-123.1497573,49.24496082
1302,3,Junction,-123.1496777,49.21946574
1303,3,Junction,-123.1497394,49.24578764
1304,4,Junction,-123.149586,49.2218228
1305,1,Dead end,-123.149487,49.20644308
1306,1,Dead end,-123.1495033,49.21859427
1307,4,Junction,-123.1494944,49.22419457
1308,4,Junction,-123.1494878,49.22708304
1309,4,Junction,-123.1494476,49.22576707
1310,4,Junction,-123.1494225,49.22889397
1311,4,Junction,-123.1494172,49.2420237
1312,4,Junction,-123.1493496,49.23075729
1313,3,Junction,-123.1493147,49.23173
1314,4,Junction,-123.1492185,49.20742155
1315,4,Junction,-123.1492817,49.232617
1316,3,Junction,-123.1492494,49.23349992
1317,4,Junction,-123.1491906,49.2344736
1318,3,Junction,-123.1491192,49.2171255
1319,4,Junction,-123.1491216,49.23633473
1320,3,Junction,-123.1490547,49.23819352
1321,4,Junction,-123.1489807,49.24147939
1322,3,Junction,-123.1489231,49.24631137
1323,3,Junction,-123.1489735,49.27247664
1324,4,Junction,-123.148877,49.24755994
1325,3,Junction,-123.1488972,49.27446529
1326,3,Junction,-123.1487801,49.23818939
1327,3,Junction,-123.1488068,49.24938776
1328,4,Junction,-123.1487935,49.24965915
1329,4,Junction,-123.1487471,49.23908393
1330,4,Junction,-123.148714,49.23997819
1331,3,Junction,-123.1486192,49.20940418
1332,3,Junction,-123.1486895,49.24060385
1333,3,Junction,-123.1485711,49.21064892
1334,4,Junction,-123.1486661,49.25112263
1335,3,Junction,-123.1485372,49.21149679
1336,3,Junction,-123.1485234,49.21182392
1337,4,Junction,-123.1484692,49.21327132
1338,3,Junction,-123.1484707,49.21600756
1339,3,Junction,-123.1484361,49.21412483
1340,3,Junction,-123.1484,49.21505792
1341,4,Junction,-123.1485111,49.25290341
1342,4,Junction,-123.1484633,49.25420343
1343,4,Junction,-123.1484554,49.25441888
1344,3,Junction,-123.1483251,49.21689006
1345,3,Junction,-123.1484215,49.25533963
1346,3,Junction,-123.1482939,49.21772898
1347,3,Junction,-123.1483745,49.2455751
1348,4,Junction,-123.1483881,49.25626034
1349,4,Junction,-123.1482624,49.21857864
1350,3,Junction,-123.1482241,49.20901268
1351,4,Junction,-123.1483529,49.25720022
1352,4,Junction,-123.1482301,49.21944726
1353,4,Junction,-123.1483219,49.25814027
1354,4,Junction,-123.1482878,49.25906053
1355,4,Junction,-123.1482535,49.2599813
1356,4,Junction,-123.1481389,49.22180456
1357,4,Junction,-123.1482175,49.26092118
1358,4,Junction,-123.1481828,49.26186054
1359,4,Junction,-123.1480467,49.22417623
1360,4,Junction,-123.1481485,49.26278033
1361,3,Junction,-123.1480185,49.22489053
1362,4,Junction,-123.1480951,49.25444659
1363,4,Junction,-123.1481145,49.26374614
1364,3,Junction,-123.1479859,49.22574858
1365,3,Junction,-123.1479551,49.21600348
1366,2,Junction,-123.1480268,49.24510961
1367,4,Junction,-123.1480796,49.26465708
1368,4,Junction,-123.1479344,49.22706322
1369,4,Junction,-123.1480489,49.2654955
1370,4,Junction,-123.1480168,49.26633394
1371,4,Junction,-123.1478708,49.22887424
1372,4,Junction,-123.1479838,49.26719101
1373,4,Junction,-123.1479512,49.26804803
1374,4,Junction,-123.147918,49.26893047
1375,4,Junction,-123.1478029,49.2307332
1376,4,Junction,-123.1478855,49.2698118
1377,4,Junction,-123.147853,49.27069315
1378,4,Junction,-123.1477344,49.23259357
1379,4,Junction,-123.1478207,49.27157489
1380,4,Junction,-123.1477873,49.2724572
1381,4,Junction,-123.1476657,49.23444967
1382,3,Junction,-123.14768,49.24464365
1383,3,Junction,-123.1477493,49.27345505
1384,3,Junction,-123.1476192,49.23574519
1385,4,Junction,-123.1477121,49.27444626
1386,3,Junction,-123.1475969,49.23631273
1387,3,Junction,-123.147575,49.23693883
1388,1,Dead end,-123.1475782,49.24079771
1389,4,Junction,-123.1476789,49.27532861
1390,3,Junction,-123.1474806,49.21504836
1391,4,Junction,-123.1475737,49.24753959
1392,4,Junction,-123.1476466,49.27621065
1393,3,Junction,-123.1476236,49.27681106
1394,4,Junction,-123.1475006,49.24954048
1395,1,Dead end,-123.1473139,49.20518625
1396,3,Junction,-123.1472388,49.24198545
1397,4,Junction,-123.1471855,49.25125794
1398,3,Junction,-123.1470083,49.21410272
1399,3,Junction,-123.1469828,49.20637762
1400,3,Junction,-123.1470458,49.24377339
1401,3,Junction,-123.1470135,49.2446336
1402,3,Junction,-123.1469923,49.2381624
1403,4,Junction,-123.1469623,49.23905709
1404,4,Junction,-123.1469795,49.24555331
1405,3,Junction,-123.146942,49.24357836
1406,4,Junction,-123.1469298,49.23995035
1407,3,Junction,-123.1468364,49.21942985
1408,3,Junction,-123.1468986,49.2407891
1409,4,Junction,-123.1467445,49.22178661
1410,4,Junction,-123.1467897,49.2419775
1411,4,Junction,-123.1467692,49.25330338
1412,4,Junction,-123.1466519,49.2241588
1413,4,Junction,-123.1466311,49.22487296
1414,3,Junction,-123.1465742,49.21324027
1415,4,Junction,-123.1465679,49.22704651
1416,4,Junction,-123.1465595,49.23815605
1417,4,Junction,-123.1465023,49.22885306
1418,3,Junction,-123.1463873,49.20861805
1419,4,Junction,-123.1464344,49.23071203
1420,3,Junction,-123.1463567,49.20955735
1421,3,Junction,-123.1463205,49.2106136
1422,4,Junction,-123.1463657,49.23257234
1423,3,Junction,-123.1464368,49.27067075
1424,3,Junction,-123.146297,49.23442844
1425,3,Junction,-123.1463994,49.27155185
1426,1,Dead end,-123.1461923,49.21278088
1427,4,Junction,-123.1463622,49.27243413
1428,3,Junction,-123.1463156,49.27352316
1429,3,Junction,-123.146278,49.27442285
1430,1,Dead end,-123.146086,49.21145762
1431,3,Junction,-123.1462407,49.27530576
1432,3,Junction,-123.14605,49.21234159
1433,4,Junction,-123.1461293,49.24751739
1434,3,Junction,-123.1462035,49.27618786
1435,3,Junction,-123.146179,49.27676312
1436,1,Dead end,-123.1461553,49.27732975
1437,4,Junction,-123.1460654,49.24951808
1438,4,Junction,-123.1460181,49.25622267
1439,3,Junction,-123.1460131,49.25460539
1440,4,Junction,-123.1459844,49.25716232
1441,3,Junction,-123.1458295,49.20583019
1442,4,Junction,-123.1459534,49.25810156
1443,4,Junction,-123.1459184,49.25902213
1444,4,Junction,-123.145884,49.25994251
1445,4,Junction,-123.145848,49.2608824
1446,4,Junction,-123.1458133,49.26182221
1447,1,Dead end,-123.1456559,49.21060291
1448,4,Junction,-123.1457782,49.26274292
1449,3,Junction,-123.1455986,49.21144583
1450,4,Junction,-123.1457424,49.26370826
1451,4,Junction,-123.1457087,49.26461975
1452,4,Junction,-123.1456165,49.23903682
1453,4,Junction,-123.1456776,49.26545774
1454,4,Junction,-123.1455839,49.2399301
1455,4,Junction,-123.1456463,49.26629561
1456,4,Junction,-123.1456301,49.26802107
1457,4,Junction,-123.1456143,49.26715276
1458,4,Junction,-123.1456017,49.26889275
1459,4,Junction,-123.1455153,49.24195835
1460,4,Junction,-123.1454726,49.24355467
1461,4,Junction,-123.1455314,49.26977403
1462,1,Dead end,-123.1455585,49.29033377
1463,4,Junction,-123.1454205,49.24552818
1464,4,Junction,-123.1454837,49.27065539
1465,4,Junction,-123.1454195,49.25156274
1466,3,Junction,-123.1452729,49.21941024
1467,2,Psudo,-123.1451876,49.2070487
1468,2,Junction,-123.1451677,49.21058448
1469,4,Junction,-123.1451809,49.22176709
1470,3,Junction,-123.1451326,49.20859804
1471,1,Dead end,-123.1451205,49.20953862
1472,4,Junction,-123.1450891,49.22413869
1473,3,Junction,-123.1450617,49.2248531
1474,3,Junction,-123.1451616,49.27241649
1475,1,Dead end,-123.144946,49.21014394
1476,4,Junction,-123.1449781,49.22702648
1477,3,Junction,-123.1450179,49.25249546
1478,4,Junction,-123.1449127,49.2288285
1479,1,Dead end,-123.1450241,49.29073318
1480,4,Junction,-123.1448443,49.23068746
1481,4,Junction,-123.1447757,49.23254789
1482,3,Junction,-123.1448009,49.25348843
1483,4,Junction,-123.1447069,49.23440386
1484,4,Junction,-123.1447027,49.24749485
1485,4,Junction,-123.1446614,49.23569991
1486,3,Junction,-123.1446099,49.23689502
1487,4,Junction,-123.1446299,49.24949553
1488,3,Junction,-123.1443606,49.24656961
1489,3,Junction,-123.1442611,49.23752806
1490,3,Junction,-123.1442989,49.25549906
1491,3,Junction,-123.1441605,49.20858419
1492,4,Junction,-123.1442339,49.23812187
1493,3,Junction,-123.1442029,49.23901514
1494,4,Junction,-123.1441719,49.23990836
1495,3,Junction,-123.1441912,49.25091164
1496,3,Junction,-123.1442598,49.28947681
1497,4,Junction,-123.1441017,49.24193718
1498,4,Junction,-123.1438432,49.21767302
1499,4,Junction,-123.1439206,49.24550459
1500,4,Junction,-123.1438135,49.21852256
1501,4,Junction,-123.1437838,49.21939173
1502,1,Dead end,-123.1439663,49.29143713
1503,3,Junction,-123.1436849,49.20857723
1504,4,Junction,-123.1436872,49.22174726
1505,4,Junction,-123.1436111,49.21055915
1506,4,Junction,-123.1436345,49.22412029
1507,4,Junction,-123.1435818,49.21141243
1508,5,Junction,-123.1436729,49.24344506
1509,1,Dead end,-123.1435664,49.20711173
1510,4,Junction,-123.1435483,49.21230067
1511,4,Junction,-123.1435688,49.22700854
1512,4,Junction,-123.1436496,49.25618495
1513,4,Junction,-123.143515,49.21319072
1514,4,Junction,-123.1436202,49.25712515
1515,4,Junction,-123.1434831,49.21404501
1516,3,Junction,-123.1435858,49.25431273
1517,3,Junction,-123.1435803,49.25362556
1518,4,Junction,-123.1435033,49.22880694
1519,4,Junction,-123.1436789,49.28986074
1520,3,Junction,-123.1435844,49.25806416
1521,3,Junction,-123.1435601,49.25191179
1522,4,Junction,-123.1434482,49.21498243
1523,4,Junction,-123.1435493,49.25898485
1524,4,Junction,-123.1434125,49.21593004
1525,4,Junction,-123.1434108,49.21682857
1526,1,Dead end,-123.1433723,49.20351683
1527,4,Junction,-123.1434346,49.23066592
1528,4,Junction,-123.143515,49.25990461
1529,4,Junction,-123.1434792,49.26084436
1530,4,Junction,-123.1433659,49.23252615
1531,4,Junction,-123.1434441,49.2617838
1532,4,Junction,-123.1434098,49.2627045
1533,3,Junction,-123.1433062,49.23696032
1534,3,Junction,-123.1432975,49.2343825
1535,4,Junction,-123.1433723,49.26366996
1536,4,Junction,-123.143339,49.26458137
1537,4,Junction,-123.1433081,49.26541932
1538,4,Junction,-123.1432771,49.26625781
1539,4,Junction,-123.143245,49.26711476
1540,4,Junction,-123.1432137,49.2679712
1541,4,Junction,-123.14318,49.26885475
1542,4,Junction,-123.1431465,49.26973621
1543,3,Junction,-123.1431138,49.27061828
1544,1,Dead end,-123.1429073,49.29214412
1545,3,Junction,-123.1428839,49.28858555
1546,2,Psudo,-123.1428067,49.2679649
1547,3,Junction,-123.1426145,49.20436047
1548,3,Junction,-123.1428022,49.28452481
1549,1,Dead end,-123.1424233,49.20548378
1550,4,Junction,-123.1426174,49.29056359
1551,3,Junction,-123.1424244,49.23904302
1552,3,Junction,-123.1423917,49.23999068
1553,2,Psudo,-123.1422595,49.20586376
1554,4,Junction,-123.1423589,49.2409388
1555,3,Junction,-123.142475,49.28629693
1556,3,Junction,-123.1424601,49.28831113
1557,4,Junction,-123.1423253,49.24191102
1558,4,Junction,-123.1422165,49.20709241
1559,3,Junction,-123.1421846,49.20802532
1560,3,Junction,-123.1421702,49.20855312
1561,3,Junction,-123.1423949,49.28763673
1562,3,Junction,-123.1423598,49.28687342
1563,3,Junction,-123.1423491,49.28482435
1564,4,Junction,-123.1422379,49.25250862
1565,3,Junction,-123.1420963,49.20855202
1566,4,Junction,-123.1423039,49.28896988
1567,3,Junction,-123.1421867,49.25571221
1568,4,Junction,-123.1421371,49.24293785
1569,3,Junction,-123.1420184,49.21053333
1570,4,Junction,-123.1420399,49.2380892
1571,1,Dead end,-123.1419069,49.22101267
1572,4,Junction,-123.1418787,49.22172412
1573,3,Junction,-123.1418814,49.23565709
1574,4,Junction,-123.1417841,49.22409679
1575,3,Junction,-123.1418387,49.28310145
1576,4,Junction,-123.1416683,49.22698359
1577,4,Junction,-123.1417942,49.28724801
1578,2,Junction,-123.1418079,49.29283288
1579,3,Junction,-123.1415464,49.20421745
1580,4,Junction,-123.1416069,49.22877727
1581,3,Junction,-123.1416121,49.24535422
1582,4,Junction,-123.1416107,49.2454688
1583,4,Junction,-123.1415429,49.23063668
1584,4,Junction,-123.1415725,49.24652578
1585,4,Junction,-123.1415396,49.24744559
1586,2,Junction,-123.1414147,49.20463969
1587,4,Junction,-123.1414797,49.23249697
1588,3,Junction,-123.141506,49.24836601
1589,4,Junction,-123.1414666,49.24944621
1590,4,Junction,-123.1414151,49.23435337
1591,3,Junction,-123.1413202,49.20854057
1592,4,Junction,-123.1415533,49.29126766
1593,3,Junction,-123.1414417,49.25425623
1594,1,Dead end,-123.1413058,49.20890723
1595,3,Junction,-123.1414773,49.27089021
1596,4,Junction,-123.1413741,49.23545458
1597,4,Junction,-123.1414141,49.25086797
1598,2,Psudo,-123.1413362,49.2447485
1599,1,Dead end,-123.1412224,49.20485414
1600,3,Junction,-123.1413446,49.25177023
1601,1,Dead end,-123.1411771,49.20798187
1602,2,Psudo,-123.1412743,49.24452849
1603,3,Junction,-123.1412518,49.23750891
1604,2,Psudo,-123.1412625,49.25660789
1605,3,Junction,-123.1412578,49.25685985
1606,3,Junction,-123.1412137,49.24416492
1607,4,Junction,-123.1412474,49.25708718
1608,3,Junction,-123.1413111,49.28756749
1609,3,Junction,-123.1412128,49.25802559
1610,4,Junction,-123.1412857,49.28552726
1611,4,Junction,-123.1411785,49.25894591
1612,4,Junction,-123.1412422,49.28967419
1613,4,Junction,-123.1411447,49.2598662
1614,4,Junction,-123.1411098,49.26080593
1615,4,Junction,-123.1410745,49.26174578
1616,4,Junction,-123.1410403,49.26266609
1617,3,Junction,-123.1408623,49.20515241
1618,4,Junction,-123.1410042,49.26363183
1619,4,Junction,-123.1409685,49.26454292
1620,4,Junction,-123.1409385,49.26538089
1621,4,Junction,-123.1409072,49.26621923
1622,4,Junction,-123.1408742,49.26707791
1623,4,Junction,-123.1408429,49.26793453
1624,3,Junction,-123.1407393,49.23694646
1625,4,Junction,-123.1408105,49.26881628
1626,3,Junction,-123.1406284,49.20506864
1627,3,Junction,-123.1406029,49.20579194
1628,4,Junction,-123.1407762,49.2696981
1629,4,Junction,-123.1407789,49.28380682
1630,4,Junction,-123.1405579,49.20706801
1631,3,Junction,-123.1405075,49.20852874
1632,4,Junction,-123.1407309,49.28795206
1633,3,Junction,-123.1405045,49.20861862
1634,2,Psudo,-123.1405372,49.23668873
1635,3,Junction,-123.1406583,49.28233836
1636,3,Junction,-123.1404414,49.21050753
1637,3,Junction,-123.1404293,49.21087906
1638,3,Junction,-123.1404131,49.21136105
1639,3,Junction,-123.1403826,49.21224886
1640,4,Junction,-123.1403535,49.2131381
1641,3,Junction,-123.1403234,49.21399338
1642,3,Junction,-123.1404203,49.25587577
1643,3,Junction,-123.1402902,49.21493021
1644,3,Junction,-123.1402868,49.21503454
1645,4,Junction,-123.1404915,49.29197178
1646,1,Dead end,-123.1404384,49.27376128
1647,3,Junction,-123.140258,49.2158801
1648,3,Junction,-123.140225,49.21678817
1649,3,Junction,-123.1402023,49.21740776
1650,4,Junction,-123.140202,49.21736631
1651,3,Junction,-123.1401661,49.21836489
1652,3,Junction,-123.1401624,49.21847683
1653,4,Junction,-123.140132,49.21934514
1654,3,Junction,-123.1401098,49.21989221
1655,3,Junction,-123.1400737,49.22079688
1656,3,Junction,-123.1402098,49.27136944
1657,4,Junction,-123.140222,49.28623056
1658,4,Junction,-123.140038,49.22170081
1659,3,Junction,-123.1402335,49.29319523
1660,3,Junction,-123.1400018,49.22260487
1661,4,Junction,-123.1401788,49.29037781
1662,3,Junction,-123.1399657,49.22350893
1663,4,Junction,-123.139943,49.22407355
1664,4,Junction,-123.1398278,49.22696023
1665,3,Junction,-123.139796,49.22788292
1666,4,Junction,-123.1397667,49.22874894
1667,3,Junction,-123.1397337,49.22969736
1668,4,Junction,-123.1397019,49.23060832
1669,4,Junction,-123.1396378,49.2324686
1670,4,Junction,-123.1395726,49.23432477
1671,4,Junction,-123.1397126,49.28450915
1672,4,Junction,-123.1395376,49.23537375
1673,4,Junction,-123.1396682,49.28865615
1674,4,Junction,-123.1395071,49.23625054
1675,3,Junction,-123.1394772,49.23711396
1676,4,Junction,-123.1395963,49.28304174
1677,4,Junction,-123.1394441,49.23805147
1678,4,Junction,-123.139412,49.23899816
1679,4,Junction,-123.1393813,49.23994522
1680,4,Junction,-123.1392748,49.20577205
1681,3,Junction,-123.1394795,49.28157492
1682,4,Junction,-123.1393467,49.24089447
1683,4,Junction,-123.1392319,49.20704893
1684,4,Junction,-123.139307,49.24186318
1685,4,Junction,-123.1394305,49.29267525
1686,3,Junction,-123.1392843,49.24280682
1687,4,Junction,-123.1391751,49.20859886
1688,4,Junction,-123.1392574,49.24363112
1689,3,Junction,-123.1393639,49.28150004
1690,4,Junction,-123.1391249,49.21085756
1691,3,Junction,-123.1392048,49.245258
1692,4,Junction,-123.1391993,49.2454307
1693,4,Junction,-123.1391645,49.24648827
1694,1,Dead end,-123.1392122,49.26675682
1695,4,Junction,-123.1391348,49.24740793
1696,4,Junction,-123.1390101,49.21311749
1697,4,Junction,-123.139105,49.2483288
1698,4,Junction,-123.1389821,49.21501414
1699,4,Junction,-123.1390683,49.24940796
1700,4,Junction,-123.1391593,49.286934
1701,2,Psudo,-123.1390921,49.26790478
1702,4,Junction,-123.1390158,49.25083039
1703,3,Junction,-123.1389121,49.21699458
1704,4,Junction,-123.1391162,49.29108145
1705,4,Junction,-123.1389764,49.25191714
1706,4,Junction,-123.1389307,49.2531357
1707,4,Junction,-123.1388973,49.25458328
1708,3,Junction,-123.1388222,49.25664432
1709,4,Junction,-123.1387869,49.25704831
1710,4,Junction,-123.1387524,49.2579849
1711,4,Junction,-123.1387179,49.2589056
1712,4,Junction,-123.1386833,49.25982645
1713,1,Dead end,-123.1385978,49.23898353
1714,4,Junction,-123.1386482,49.2607662
1715,1,Dead end,-123.1385654,49.2399317
1716,4,Junction,-123.1386131,49.26170549
1717,1,Dead end,-123.1385325,49.24087968
1718,4,Junction,-123.1386492,49.28521212
1719,4,Junction,-123.1385789,49.26262725
1720,4,Junction,-123.1385422,49.26359233
1721,4,Junction,-123.1386058,49.28935983
1722,4,Junction,-123.1385079,49.26450268
1723,4,Junction,-123.138533,49.28374571
1724,4,Junction,-123.1384758,49.2653414
1725,4,Junction,-123.1384443,49.26617945
1726,3,Junction,-123.1384224,49.26677058
1727,2,Psudo,-123.1384078,49.26716098
1728,4,Junction,-123.1383805,49.26789349
1729,4,Junction,-123.1384176,49.28227831
1730,3,Junction,-123.1383474,49.26877578
1731,3,Junction,-123.1383672,49.29337992
1732,3,Junction,-123.1382852,49.28043545
1733,3,Junction,-123.1381988,49.25722192
1734,3,Junction,-123.1381013,49.23055059
1735,4,Junction,-123.1380372,49.23242019
1736,4,Junction,-123.1381047,49.28068407
1737,3,Junction,-123.1379739,49.23427476
1738,3,Junction,-123.1381156,49.29354653
1739,4,Junction,-123.1380963,49.28763824
1740,3,Junction,-123.137825,49.2085791
1741,4,Junction,-123.1380542,49.29178553
1742,4,Junction,-123.1379783,49.26934033
1743,3,Junction,-123.1378055,49.21734358
1744,3,Junction,-123.1377702,49.20503263
1745,4,Junction,-123.1377454,49.20574927
1746,4,Junction,-123.1377701,49.21833491
1747,4,Junction,-123.1377453,49.21083454
1748,4,Junction,-123.1377352,49.21931553
1749,4,Junction,-123.1377003,49.20702569
1750,3,Junction,-123.1377129,49.21985855
1751,3,Junction,-123.1376449,49.20857655
1752,4,Junction,-123.137677,49.22076255
1753,4,Junction,-123.1376324,49.21309574
1754,4,Junction,-123.1376411,49.22166662
1755,4,Junction,-123.1375951,49.21499394
1756,4,Junction,-123.1376061,49.22257068
1757,4,Junction,-123.13757,49.22347475
1758,4,Junction,-123.1375399,49.21660106
1759,2,Psudo,-123.1375003,49.20312278
1760,4,Junction,-123.1375476,49.2240393
1761,3,Junction,-123.1375144,49.21733584
1762,3,Junction,-123.1375121,49.22492388
1763,3,Junction,-123.1374764,49.22580891
1764,4,Junction,-123.1374292,49.22687586
1765,4,Junction,-123.1375865,49.28591657
1766,4,Junction,-123.1374006,49.22779877
1767,4,Junction,-123.1375435,49.2900636
1768,4,Junction,-123.1373695,49.22870645
1769,1,Dead end,-123.1372685,49.20334866
1770,4,Junction,-123.1373386,49.22961413
1771,4,Junction,-123.1374702,49.28444907
1772,3,Junction,-123.1373087,49.23052393
1773,3,Junction,-123.1373901,49.26879066
1774,4,Junction,-123.1373545,49.28298248
1775,3,Junction,-123.1371784,49.23425025
1776,4,Junction,-123.1371428,49.23529356
1777,3,Junction,-123.1370687,49.20856796
1778,3,Junction,-123.1373054,49.2940836
1779,3,Junction,-123.1371131,49.23616901
1780,4,Junction,-123.1370832,49.23703294
