JunctionID,StreetIntersectCount,JunctionType,longitude,latitude,Vulnerability
1744,3,Junction,-123.1377702,49.20503263,0.0
1745,4,Junction,-123.1377454,49.20574927,0.2064075371174136
1746,4,Junction,-123.1377701,49.21833491,0.0
1747,4,Junction,-123.1377453,49.21083454,0.3697296376497264
1748,4,Junction,-123.1377352,49.21931553,0.7177305325982749
1749,4,Junction,-123.1377003,49.20702569,0.0
1750,3,Junction,-123.1377129,49.21985855,0.3697296376497264
1751,3,Junction,-123.1376449,49.20857655,0.0
1752,4,Junction,-123.137677,49.22076255,0.6948103666743517
1753,4,Junction,-123.1376324,49.21309574,0.1962915140230252
1754,4,Junction,-123.1376411,49.22166662,0.0
1755,4,Junction,-123.1375951,49.21499394,0.7471720943315961
1756,4,Junction,-123.1376061,49.22257068,0.3179890638191435
1757,4,Junction,-123.13757,49.22347475,0.0
1758,4,Junction,-123.1375399,49.21660106,0.0
1759,2,Psudo,-123.1375003,49.20312278,0.0
1760,4,Junction,-123.1375476,49.2240393,0.0
1761,3,Junction,-123.1375144,49.21733584,0.0
1762,3,Junction,-123.1375121,49.22492388,0.0
1763,3,Junction,-123.1374764,49.22580891,0.0
1764,4,Junction,-123.1374292,49.22687586,0.4386175018099107
1765,4,Junction,-123.1375865,49.28591657,0.5828558900978261
1766,4,Junction,-123.1374006,49.22779877,0.6894490858690777
1767,4,Junction,-123.1375435,49.2900636,2.579562490960556
1768,4,Junction,-123.1373695,49.22870645,0.0
1769,1,Dead end,-123.1372685,49.20334866,0.0
1770,4,Junction,-123.1373386,49.22961413,0.5966698687214156
1771,4,Junction,-123.1374702,49.28444907,0.8050441402517312
1772,3,Junction,-123.1373087,49.23052393,0.0
1773,3,Junction,-123.1373901,49.26879066,1.3614112965192715
1774,4,Junction,-123.1373545,49.28298248,0.2282304601353406
1775,3,Junction,-123.1371784,49.23425025,0.5151371174238033
1776,4,Junction,-123.1371428,49.23529356,0.8864171732498157
1777,3,Junction,-123.1370687,49.20856796,0.0
1778,3,Junction,-123.1373054,49.2940836,0.3772366469235041
1779,3,Junction,-123.1371131,49.23616901,0.0
1780,4,Junction,-123.1370832,49.23703294,0.0
1781,3,Junction,-123.1369929,49.21082418,0.0
1782,3,Junction,-123.1370509,49.23796323,0.7831838343406774
1783,3,Junction,-123.1371294,49.26990097,9.940373911528146
1784,4,Junction,-123.1369365,49.20374623,0.0
1785,3,Junction,-123.1371217,49.27927356,0.0
1786,3,Junction,-123.1368949,49.21308521,0.0
1787,4,Junction,-123.1370486,49.28138773,1.9229398686471355
1788,1,Dead end,-123.1369308,49.24129028,0.0
1789,3,Junction,-123.1369253,49.24177087,0.9063255924289308
1790,3,Junction,-123.1369456,49.25352178,0.0
1791,4,Junction,-123.137034,49.28834251,1.7073472503417135
1792,4,Junction,-123.1369915,49.29248925,1.106569965802298
1793,3,Junction,-123.1368185,49.24532109,0.0
1794,4,Junction,-123.1367855,49.24644537,0.0
1795,1,Dead end,-123.1368091,49.26885418,1.1784707645534738
1796,4,Junction,-123.1367439,49.24737053,0.3966778064220251
1797,4,Junction,-123.1367118,49.2482912,0.0
1798,4,Junction,-123.1367082,49.25203885,0.0
1799,4,Junction,-123.1366709,49.24937067,0.0
1800,4,Junction,-123.1366183,49.25079242,0.0
1801,3,Junction,-123.136523,49.23049725,0.0
1802,2,Junction,-123.136677,49.29449928,6.336754670884012
1803,1,Dead end,-123.1364133,49.20935877,0.0
1804,4,Junction,-123.1364588,49.23237088,0.0
1805,3,Junction,-123.1365248,49.26805722,0.0
1806,4,Junction,-123.1365329,49.27966667,0.7585431654053529
1807,3,Junction,-123.1363955,49.23422607,0.0
1808,3,Junction,-123.1363252,49.21307855,0.0
1809,4,Junction,-123.1363003,49.20450578,0.0
1810,4,Junction,-123.1365243,49.28662077,0.6556592205741436
1811,3,Junction,-123.1364085,49.25550293,0.0
1812,4,Junction,-123.1364806,49.29076747,2.926171314867371
1813,4,Junction,-123.136257,49.21497338,0.3660323412732292
1814,4,Junction,-123.136216,49.20572634,0.337754400898902
1815,3,Junction,-123.1362256,49.21622471,0.0
1816,4,Junction,-123.1364073,49.28515237,0.0
1817,4,Junction,-123.1361705,49.20700265,0.5663093681307185
1818,4,Junction,-123.1362898,49.25794682,0.2259481555339872
1819,4,Junction,-123.1362554,49.25886684,1.4383786739793036
1820,3,Junction,-123.1361139,49.20855372,0.0
1821,1,Dead end,-123.1362584,49.26819784,0.0
1822,4,Junction,-123.1362908,49.28368557,4.2528026319196846
1823,4,Junction,-123.1362209,49.25978713,0.5696012024771592
1824,4,Junction,-123.1361858,49.26072735,0.194328598882795
1825,4,Junction,-123.1361505,49.26166679,1.982281649668403
1826,4,Junction,-123.1361163,49.26258729,1.594796625021957
1827,4,Junction,-123.1360814,49.26355395,1.1625676488786585
1828,4,Junction,-123.1360479,49.26446345,0.0
1829,4,Junction,-123.1360164,49.26530231,1.4996633886860822
1830,4,Junction,-123.1359848,49.266141,0.0
1831,3,Junction,-123.1359617,49.26673225,0.0
1832,3,Junction,-123.1359476,49.26713164,0.0
1833,3,Junction,-123.1357832,49.20854869,0.2424166460445802
1834,3,Junction,-123.1359135,49.25618232,0.3660323412732292
1835,4,Junction,-123.1359746,49.28209639,2.5639335967388446
1836,3,Junction,-123.1359719,49.2890464,1.0894061700609934
1837,1,Dead end,-123.1357444,49.20972309,0.0
1838,4,Junction,-123.1359295,49.29319331,0.9877399245403876
1839,3,Junction,-123.1356752,49.21080558,0.7105532272722921
1840,4,Junction,-123.1356631,49.24385754,0.7232908558490803
1841,4,Junction,-123.1355718,49.21306499,0.0
1842,4,Junction,-123.1355201,49.21496261,0.2192372693664723
1843,1,Dead end,-123.1354577,49.20051419,0.0
1844,4,Junction,-123.1354943,49.21601437,0.0
1845,3,Junction,-123.1354464,49.21728074,0.6964132180495735
1846,3,Junction,-123.1353233,49.20096143,1.053724857724093
1847,4,Junction,-123.1354701,49.28037039,3.886577656381434
1848,4,Junction,-123.1354622,49.28732517,1.03134731843866
1849,4,Junction,-123.1353369,49.24498089,0.0
1850,3,Junction,-123.1354174,49.27757573,1.5217029257700392
1851,3,Junction,-123.1351975,49.20137667,0.0
1852,4,Junction,-123.1352476,49.22163243,0.0
1853,4,Junction,-123.1354188,49.29147095,6.777560606131534
1854,2,Psudo,-123.1352258,49.22227187,0.3927110283578048
1855,3,Junction,-123.1352171,49.22253671,0.4255901233886546
1856,3,Junction,-123.1351874,49.22344077,0.6556592205741436
1857,3,Junction,-123.1353012,49.26751363,0.0
1858,4,Junction,-123.135344,49.28585636,1.208642382118715
1859,4,Junction,-123.1351687,49.22400522,0.0
1860,4,Junction,-123.1351363,49.22489009,0.0
1861,3,Junction,-123.135114,49.2203947,0.0
1862,4,Junction,-123.1353023,49.29360995,0.0
1863,4,Junction,-123.1351049,49.22577513,0.0
1864,4,Junction,-123.135228,49.2843891,0.5621149505436935
1865,4,Junction,-123.135068,49.22678751,0.0
1866,3,Junction,-123.1351355,49.25502178,0.0
1867,1,Dead end,-123.1351621,49.26772876,0.0
1868,4,Junction,-123.1350353,49.22771523,0.5309055429551132
1869,4,Junction,-123.1350043,49.22862334,0.5526834771623851
1870,4,Junction,-123.1348982,49.20234843,0.0
1871,4,Junction,-123.1349721,49.22953197,0.0
1872,4,Junction,-123.1349412,49.23044335,0.0
1873,3,Junction,-123.135016,49.25792646,0.5309055429551132
1874,4,Junction,-123.1349574,49.25347275,0.5696012024771592
1875,4,Junction,-123.134877,49.23232158,0.0
1876,4,Junction,-123.1347798,49.20305392,1.542334209919333
1877,4,Junction,-123.1347348,49.20429874,0.0
1878,4,Junction,-123.1348129,49.23417705,0.0
1879,3,Junction,-123.1348233,49.24281935,0.0
1880,4,Junction,-123.1349164,49.28279594,4.03131337879416
1881,3,Junction,-123.1347807,49.23511592,0.0
1882,3,Junction,-123.1347772,49.23521323,0.0
1883,4,Junction,-123.1346857,49.20570391,0.0
1884,3,Junction,-123.134909,49.28975022,0.6773766831681299
1885,3,Junction,-123.1347491,49.23603029,0.0
1886,4,Junction,-123.1346394,49.20698087,1.248647982430296
1887,4,Junction,-123.1347184,49.23695183,0.260085461377726
1888,3,Junction,-123.1346856,49.23788262,0.0
1889,3,Junction,-123.1345838,49.20853059,0.0
1890,1,Dead end,-123.1347401,49.29398226,0.3810471181045496
1891,1,Dead end,-123.134564,49.24120189,0.0
1892,4,Junction,-123.1345547,49.24168231,0.2399924795841344
1893,4,Junction,-123.1345221,49.24576395,0.237592554788293
1894,3,Junction,-123.1343677,49.20852732,0.0
1895,4,Junction,-123.1344401,49.24660959,0.0
1896,3,Junction,-123.1344138,49.24733381,0.0
1897,4,Junction,-123.1344131,49.25184998,0.2043434617462395
1898,4,Junction,-123.134294,49.21078623,0.0
1899,4,Junction,-123.1343805,49.2482544,0.0
1900,4,Junction,-123.1343395,49.24933388,0.0
1901,4,Junction,-123.134407,49.28107402,1.739128962810654
1902,4,Junction,-123.1344008,49.28802947,1.1820347841132737
1903,4,Junction,-123.1343717,49.27826724,0.8576837605820329
1904,4,Junction,-123.1341885,49.21304469,0.0
1905,4,Junction,-123.1342883,49.25075657,0.908517373799905
1906,3,Junction,-123.1343176,49.26611466,0.0
1907,3,Junction,-123.1342698,49.25615639,0.0
1908,4,Junction,-123.1343562,49.2921748,2.0141490422361428
1909,3,Junction,-123.1341391,49.21494182,0.2105984461967285
1910,4,Junction,-123.1341219,49.2156213,0.3772366469235041
1911,4,Junction,-123.1342811,49.28655982,0.7386980783333642
1912,4,Junction,-123.1340685,49.21724409,0.0
1913,4,Junction,-123.1340327,49.21824616,0.7471720943315961
1914,4,Junction,-123.1339962,49.21926734,0.0
1915,4,Junction,-123.1341651,49.2850928,0.6452153836048632
1916,1,Dead end,-123.1340008,49.27505893,1.444199145439483
1917,3,Junction,-123.133919,49.2579089,0.0
1918,2,Psudo,-123.1339021,49.25836857,0.0
1919,4,Junction,-123.1338858,49.25882808,0.5639051904523875
1920,4,Junction,-123.133851,49.25974833,0.3446121833475176
1921,4,Junction,-123.1338162,49.26068823,0.8774809480716115
1922,4,Junction,-123.1338588,49.28350121,2.085097486445622
1923,3,Junction,-123.1337789,49.25563835,0.0
1924,4,Junction,-123.1337809,49.26162865,1.2919003873458874
1925,4,Junction,-123.1338456,49.29045318,3.722403623399936
1926,3,Junction,-123.133794,49.27601219,1.9546022929986056
1927,4,Junction,-123.133747,49.26254935,0.4475232137638106
1928,4,Junction,-123.1337108,49.26351507,4.18777298632216
1929,4,Junction,-123.1336775,49.26442608,1.3253278614626456
1930,4,Junction,-123.1337246,49.29258907,0.4006846529515405
1931,4,Junction,-123.133647,49.26526448,0.2127257032290187
1932,4,Junction,-123.1336163,49.26610357,0.7778213593991467
1933,4,Junction,-123.1334616,49.22160686,0.6894490858690777
1934,3,Junction,-123.133415,49.20427964,2.3766525399322296
1935,3,Junction,-123.1336037,49.2748021,0.0
1936,3,Junction,-123.1335795,49.26705212,2.9665288652066266
1937,3,Junction,-123.1334562,49.23039287,0.0
1938,4,Junction,-123.1333645,49.20568558,0.9515293364289654
1939,4,Junction,-123.1333825,49.22398002,0.4848332920891604
1940,4,Junction,-123.1333913,49.23227026,0.4658807751697933
1941,4,Junction,-123.1333195,49.20696084,0.4342313267918116
1942,3,Junction,-123.1333509,49.22486486,0.0
1943,3,Junction,-123.1333191,49.22574988,0.0
1944,3,Junction,-123.1332622,49.20851113,0.4566097477439145
1945,3,Junction,-123.1333276,49.23412629,0.0
1946,4,Junction,-123.1333438,49.28177756,9.723634044715652
1947,2,Junction,-123.1331694,49.22044311,0.0
1948,4,Junction,-123.1333368,49.28873275,0.9828718073942936
1949,4,Junction,-123.1333082,49.27897147,2.7573633800384894
1950,3,Junction,-123.1332644,49.26697436,0.0
1951,4,Junction,-123.1331074,49.24316786,0.0
1952,4,Junction,-123.133218,49.28726305,1.855568869118492
1953,1,Dead end,-123.1331452,49.26716538,0.0
1954,3,Junction,-123.1329874,49.20850715,0.0
1955,4,Junction,-123.1329175,49.21076591,0.2023000271287771
1956,4,Junction,-123.1331025,49.28579639,0.8789501396806048
1957,3,Junction,-123.1330397,49.29304763,0.5811664141181095
1958,4,Junction,-123.1328215,49.21302377,0.9252573628153428
1959,3,Junction,-123.1328763,49.25363787,0.3772366469235041
1960,4,Junction,-123.1327545,49.21523088,0.5870367819374844
1961,3,Junction,-123.1326944,49.21720703,0.38865719776559
1962,1,Dead end,-123.1326091,49.20133787,0.0
1963,1,Dead end,-123.1325844,49.20212227,0.0
1964,4,Junction,-123.1327737,49.27535117,0.7805033671715087
1965,4,Junction,-123.1327892,49.2842024,1.228863285277595
1966,4,Junction,-123.1326586,49.2442199,0.0
1967,4,Junction,-123.1327836,49.29115664,3.22243968543434
1968,2,Psudo,-123.1325887,49.22043455,0.7415039891518417
1969,3,Junction,-123.1326336,49.2741736,0.0
1970,3,Junction,-123.1325141,49.23409847,0.0
1971,4,Junction,-123.1324817,49.23503698,0.4475232137638106
1972,4,Junction,-123.13245,49.23595135,0.0
1973,4,Junction,-123.1324181,49.23687248,0.4386175018099107
1974,3,Junction,-123.1323859,49.23780365,0.0
1975,1,Dead end,-123.1324726,49.29342285,3.3923411185408403
1976,1,Dead end,-123.1322852,49.24111671,0.0
1977,4,Junction,-123.1322681,49.24159655,0.0
1978,5,Junction,-123.1323536,49.27696506,1.302720672493477
1979,2,Psudo,-123.1321965,49.2449235,0.0
1980,4,Junction,-123.1322806,49.28248122,8.103256278307432
1981,4,Junction,-123.1322735,49.28943656,3.276976970375923
1982,4,Junction,-123.1322451,49.27967483,3.222928811483089
1983,3,Junction,-123.1320746,49.22158721,0.2127257032290187
1984,4,Junction,-123.1321337,49.24521361,0.0
1985,3,Junction,-123.1321298,49.24531832,0.0
1986,4,Junction,-123.1320907,49.24637635,0.0
1987,4,Junction,-123.1320171,49.22851882,0.0
1988,4,Junction,-123.1320567,49.24729613,0.0
1989,4,Junction,-123.1319929,49.22396011,0.314809173180952
1990,4,Junction,-123.1321541,49.28796717,1.24069916532859
1991,4,Junction,-123.1320566,49.25185284,0.0
1992,3,Junction,-123.1321545,49.29157327,0.5970544901040443
1993,3,Junction,-123.1320839,49.26607902,1.0378245518894822
1994,4,Junction,-123.1319854,49.22942805,0.0
1995,4,Junction,-123.1320227,49.24821646,0.2002770268574893
1996,3,Junction,-123.1320614,49.26667143,0.0
1997,4,Junction,-123.1319527,49.22760717,0.0
1998,3,Junction,-123.1319535,49.23034202,0.0
1999,4,Junction,-123.1319321,49.22572992,0.7792110312372389
2000,4,Junction,-123.1319828,49.24929668,0.5455095232602819
2001,4,Junction,-123.131899,49.22667483,0.0
2002,4,Junction,-123.1320397,49.28650064,0.5309055429551132
2003,3,Junction,-123.1318869,49.23221884,0.0
2004,4,Junction,-123.1319302,49.2507192,0.0
2005,1,Dead end,-123.1317907,49.20344968,0.0
2006,3,Junction,-123.1318561,49.23312418,0.0
2007,3,Junction,-123.1317728,49.20397671,0.0
2008,3,Junction,-123.1317627,49.20425569,0.0
2009,3,Junction,-123.1318238,49.23407487,0.0
2010,4,Junction,-123.1317126,49.20565864,0.0
2011,4,Junction,-123.1316735,49.20693279,0.3697296376497264
2012,4,Junction,-123.1318,49.25708185,0.4898902730042049
2013,4,Junction,-123.1318038,49.27472278,2.622585144882437
2014,4,Junction,-123.1316091,49.208486,0.8048550880967569
2015,1,Dead end,-123.1317677,49.27349176,0.0
2016,4,Junction,-123.1315364,49.21074501,0.2847077732731954
2017,4,Junction,-123.1317273,49.2849054,0.6714389124635346
2018,4,Junction,-123.1316732,49.27355436,0.3244455298634257
2019,4,Junction,-123.1314399,49.21300293,0.0
2020,3,Junction,-123.1315504,49.25787085,0.0
2021,4,Junction,-123.1315163,49.25879034,0.8753528581525903
2022,4,Junction,-123.1313858,49.21483994,0.0
2023,4,Junction,-123.1314821,49.25971068,0.8027207267906674
2024,4,Junction,-123.1314472,49.26065058,0.6331262773724909
2025,3,Junction,-123.1313172,49.21716998,0.194328598882795
2026,4,Junction,-123.1314122,49.26159079,0.9086572043217482
2027,4,Junction,-123.131378,49.2625113,1.0421731804368606
2028,4,Junction,-123.1313421,49.26347721,5.378689555550552
2029,4,Junction,-123.1313081,49.26438823,1.815119399956897
2030,4,Junction,-123.1313319,49.27630578,2.590096273149765
2031,3,Junction,-123.1312884,49.2669544,0.0
2032,4,Junction,-123.1312768,49.26522657,0.2002770268574893
2033,3,Junction,-123.1312937,49.27766631,2.2185886405172504
2034,3,Junction,-123.1312455,49.26606558,0.0
2035,4,Junction,-123.1312172,49.28318491,0.0
2036,4,Junction,-123.1312106,49.29013897,0.421334222154768
2037,4,Junction,-123.1311815,49.28037845,10.178100543455894
2038,3,Junction,-123.1310801,49.25707035,0.0
2039,1,Dead end,-123.1311211,49.27312637,0.8016305895390459
2040,4,Junction,-123.1310908,49.28867089,2.736587702581841
2041,4,Junction,-123.1309763,49.28720473,1.2464415495890824
2042,4,Junction,-123.130846,49.27410219,0.337754400898902
2043,4,Junction,-123.1307754,49.25398142,0.5099857462495653
2044,3,Junction,-123.1306873,49.22156755,0.7547192872036326
2045,3,Junction,-123.1306436,49.22283657,0.6689717585696803
2046,3,Junction,-123.1307599,49.27801959,1.1473081930319542
2047,4,Junction,-123.1306057,49.22394023,0.4475232137638106
2048,1,Dead end,-123.1305189,49.20031713,0.0
2049,3,Junction,-123.1305752,49.22482501,0.0
2050,3,Junction,-123.1304978,49.20089037,0.0
2051,3,Junction,-123.1305447,49.22571013,0.0
2052,3,Junction,-123.1306426,49.26643173,0.3411660615140424
2053,4,Junction,-123.1306628,49.28561009,0.7724827382353698
2054,1,Dead end,-123.1304427,49.20238018,0.0
2055,2,Junction,-123.1304265,49.20289764,0.0
2056,2,Junction,-123.1304128,49.20319892,0.0
2057,3,Junction,-123.1303817,49.2040413,0.0
2058,3,Junction,-123.1305939,49.29217103,0.7541595646272046
2059,4,Junction,-123.1303621,49.20456929,0.7374736351173037
2060,4,Junction,-123.1305818,49.29055564,0.4849913702741628
2061,3,Junction,-123.1303262,49.20563599,0.0
2062,4,Junction,-123.130477,49.27434652,1.2468158213035982
2063,3,Junction,-123.1303573,49.23402471,0.7856781408072188
2064,4,Junction,-123.1302832,49.20690868,0.0
2065,3,Junction,-123.1304177,49.26752927,0.0
2066,3,Junction,-123.1303248,49.23496289,0.0
2067,3,Junction,-123.1304492,49.29046982,0.0
2068,4,Junction,-123.1302303,49.2084657,1.0367063386786932
2069,3,Junction,-123.1302931,49.23587727,0.0
2070,4,Junction,-123.1303686,49.27567268,3.3528940693161333
2071,4,Junction,-123.1302612,49.23679804,0.0
2072,3,Junction,-123.1302821,49.25705761,0.0
2073,3,Junction,-123.1302289,49.23772992,0.0
2074,4,Junction,-123.1301553,49.21072365,0.4612219674180954
2075,3,Junction,-123.1302495,49.25784994,0.0
2076,4,Junction,-123.1300803,49.21298252,0.3734642804542691
2077,3,Junction,-123.1302302,49.27837008,2.58002445770302
2078,1,Dead end,-123.1301066,49.24103522,0.0
2079,4,Junction,-123.1300315,49.21445308,1.1627437424434235
2080,4,Junction,-123.1300897,49.24151482,0.6964132180495735
2081,4,Junction,-123.130056,49.24247161,0.5316275212790699
2082,4,Junction,-123.1301558,49.28388724,4.639898924375572
2083,1,Dead end,-123.1299153,49.20260003,0.0
2084,3,Junction,-123.1301176,49.28108108,1.2407964188758704
2085,4,Junction,-123.1300153,49.24362504,0.1885568451673771
2086,2,Junction,-123.1300595,49.26788058,0.3212010745647914
2087,4,Junction,-123.1299844,49.2445023,0.7034476949995692
2088,4,Junction,-123.129952,49.24542129,0.0
2089,4,Junction,-123.1299195,49.24634091,0.6050060671375364
2090,4,Junction,-123.1300284,49.289374,0.0
2091,4,Junction,-123.1298853,49.24726138,0.0
2092,4,Junction,-123.129851,49.24818134,0.0
2093,4,Junction,-123.1298571,49.25200421,0.7936142836436554
2094,3,Junction,-123.1298923,49.27535379,0.0
2095,4,Junction,-123.1299133,49.28790853,1.7189253340359416
2096,4,Junction,-123.1298108,49.24926221,0.0
2097,4,Junction,-123.1297576,49.25068487,0.0
2098,3,Junction,-123.1298562,49.29103645,0.2875836093668641
2099,4,Junction,-123.1297397,49.27735994,1.296699611123442
2100,3,Junction,-123.129609,49.25511959,0.0
2101,4,Junction,-123.1295996,49.28631348,1.0289782564302596
2102,1,Dead end,-123.1294195,49.23676898,0.5987607826246626
2103,1,Dead end,-123.1294581,49.27625587,0.4088201744225492
2104,3,Junction,-123.1294266,49.27504208,0.0
2105,4,Junction,-123.129274,49.21711498,0.2818606955404635
2106,1,Dead end,-123.1292315,49.20347357,0.0
2107,2,Psudo,-123.1293906,49.27501794,0.0
2108,4,Junction,-123.1293992,49.28979038,0.0
2109,1,Dead end,-123.1293154,49.29320745,0.7204260913227308
2110,3,Junction,-123.1292733,49.29142271,3.171807211979967
2111,3,Junction,-123.129181,49.25783276,1.452346752797356
2112,4,Junction,-123.1291466,49.25875255,0.232864462948006
2113,4,Junction,-123.1291657,49.27907445,9.191680329189143
2114,4,Junction,-123.1291122,49.25967297,1.2509262489415085
2115,3,Junction,-123.1289517,49.20516176,4.118861758369748
2116,4,Junction,-123.129077,49.26061285,1.036579982744096
2117,4,Junction,-123.1290418,49.26155284,0.4948386596002069
2118,3,Junction,-123.1288984,49.2068911,0.9686371631307114
2119,4,Junction,-123.1290904,49.28459224,2.9728602501588592
2120,3,Junction,-123.1290291,49.26636782,0.672886668714427
2121,4,Junction,-123.1290074,49.26247317,0.8078642140092249
2122,4,Junction,-123.1290542,49.28178478,2.5081000723195586
2123,3,Junction,-123.1290051,49.2670002,0.0
2124,4,Junction,-123.1288523,49.20844458,0.2259481555339872
2125,3,Junction,-123.129015,49.27596852,0.0
2126,2,Psudo,-123.1290122,49.27657042,1.1438499007536214
2127,4,Junction,-123.1289713,49.2634393,2.400337702910789
2128,4,Junction,-123.1290097,49.29004812,0.2934227215252159
2129,4,Junction,-123.1289377,49.26435026,0.0
2130,4,Junction,-123.1287962,49.21819624,1.1376306635925943
2131,4,Junction,-123.128776,49.21070311,0.0
2132,4,Junction,-123.1289068,49.26518862,0.9671693183899984
2133,1,Dead end,-123.128741,49.20358761,0.0
2134,4,Junction,-123.1288759,49.26602756,0.0
2135,3,Junction,-123.1288952,49.27468628,0.0
2136,3,Junction,-123.1288635,49.26636409,0.0
2137,4,Junction,-123.1286997,49.21296173,0.7471720943315961
2138,3,Junction,-123.1286626,49.21406201,0.0
2139,4,Junction,-123.1288508,49.28861197,3.134088807037165
2140,4,Junction,-123.1287683,49.27673182,5.009772129295294
2141,4,Junction,-123.1285752,49.21919843,0.0
2142,3,Junction,-123.1285125,49.22050302,0.0
2143,4,Junction,-123.1284781,49.22153619,0.0
2144,3,Junction,-123.1284357,49.22280409,0.0
2145,2,Junction,-123.1286121,49.2918605,0.0
2146,4,Junction,-123.1283958,49.22390849,0.0
2147,4,Junction,-123.1285363,49.28701698,5.016258995199383
2148,3,Junction,-123.1283637,49.2247935,0.3244455298634257
2149,3,Junction,-123.128434,49.25334762,0.3446121833475176
2150,2,Psudo,-123.1284805,49.27562398,0.232864462948006
2151,3,Junction,-123.1283317,49.22567851,0.0
2152,4,Junction,-123.1283003,49.22654707,1.245287717287016
2153,3,Junction,-123.1284183,49.27436705,0.6642073236101965
2154,3,Junction,-123.1282781,49.22747823,0.3772366469235041
2155,3,Junction,-123.1282473,49.22838678,0.3623720178604969
2156,4,Junction,-123.1284045,49.29044978,1.1865575713897585
2157,3,Junction,-123.1283347,49.27315347,0.8768192629934464
2158,4,Junction,-123.1282166,49.22929681,0.6050060671375364
2159,3,Junction,-123.1281856,49.23021408,0.4898902730042049
2160,3,Junction,-123.1282818,49.27641865,1.6732472919709165
2161,4,Junction,-123.1281222,49.23209005,0.879326937656791
2162,3,Junction,-123.1280913,49.23299538,1.385223979617918
2163,4,Junction,-123.1282217,49.28902842,1.5490782585927934
2164,4,Junction,-123.1280588,49.23394604,1.3013889809262809
2165,4,Junction,-123.1281455,49.27841452,7.757938031344304
2166,3,Junction,-123.1279634,49.23673869,1.7878088678110644
2167,3,Junction,-123.1280254,49.26634519,0.0
2168,4,Junction,-123.1279322,49.23765138,2.1485574096646336
2169,4,Junction,-123.1280274,49.28529559,0.0
2170,4,Junction,-123.1279939,49.28248633,2.148110133684422
2171,4,Junction,-123.1278033,49.24142899,1.7667210534172924
2172,4,Junction,-123.1277707,49.24237251,0.2523606630893462
2173,3,Junction,-123.1276548,49.20383783,0.0
2174,2,Junction,-123.127831,49.27535628,2.1509025561919324
2175,3,Junction,-123.1277309,49.24352732,0.4520436502664753
2176,3,Junction,-123.1276985,49.24446645,0.0
2177,3,Junction,-123.1277544,49.26744657,0.0
2178,3,Junction,-123.1277766,49.27608957,3.929557991593844
2179,3,Junction,-123.1275947,49.20573175,0.0
2180,2,Junction,-123.1277477,49.26762759,1.1099650877746534
2181,3,Junction,-123.1276669,49.24538356,2.502566873208327
2182,4,Junction,-123.1275409,49.20687201,0.0
2183,4,Junction,-123.1276352,49.24630361,0.0
2184,3,Junction,-123.1276034,49.24722484,0.0
2185,4,Junction,-123.1275717,49.24814446,0.0
2186,4,Junction,-123.1274676,49.20842334,0.7105532272722921
2187,4,Junction,-123.1275309,49.24922601,6.176238775672192
2188,4,Junction,-123.1274122,49.20359494,0.5255893673074586
2189,3,Junction,-123.127574,49.28012759,6.584534798726304
2190,4,Junction,-123.1273911,49.21068135,2.361491156855006
2191,4,Junction,-123.127471,49.25081325,1.214941349862432
2192,4,Junction,-123.1274336,49.25171726,2.258346639645492
2193,4,Junction,-123.1273186,49.21294091,0.2064075371174136
2194,4,Junction,-123.1274645,49.2737291,1.2622254455155155
2195,4,Junction,-123.1273961,49.25262133,0.348093114492442
2196,4,Junction,-123.1272857,49.21377097,0.0
2197,4,Junction,-123.127473,49.28772039,1.3074878934948748
2198,3,Junction,-123.1273587,49.25352546,0.232864462948006
2199,3,Junction,-123.1272545,49.21467226,0.0
2200,2,Junction,-123.1274269,49.2910951,0.8865680794262301
2201,3,Junction,-123.127224,49.21557677,0.0
2202,4,Junction,-123.1273213,49.2544262,0.3310330883210138
2203,3,Junction,-123.1272052,49.21611325,0.0
2204,4,Junction,-123.1273905,49.28957865,0.8180232210114238
2205,3,Junction,-123.1272838,49.25533121,1.15205407893398
2206,3,Junction,-123.1271757,49.21705843,0.0
2207,3,Junction,-123.1272511,49.25612036,0.2904884943099637
2208,3,Junction,-123.1272464,49.25623532,0.7623427143471035
2209,3,Junction,-123.1272712,49.2757607,1.771293854399043
2210,3,Junction,-123.1272144,49.25700797,0.4590041012732535
2211,3,Junction,-123.1272088,49.2571411,0.2762516676992083
2212,3,Junction,-123.1271814,49.25780057,1.1355264511113157
2213,4,Junction,-123.1271747,49.27778646,8.036366245083974
2214,2,Psudo,-123.1270371,49.27529517,0.5099857462495653
2215,3,Junction,-123.1270404,49.28048062,0.0
2216,3,Junction,-123.1268763,49.22151342,0.0
2217,4,Junction,-123.1269643,49.28599914,28.307238490729524
2218,3,Junction,-123.1268132,49.22743242,0.0
2219,3,Junction,-123.1268147,49.22833959,0.2762516676992083
2220,4,Junction,-123.1267975,49.22388552,0.0
2221,4,Junction,-123.1269274,49.28319193,3.0763363456310344
2222,3,Junction,-123.126893,49.27156676,0.2875836093668641
2223,4,Junction,-123.1267838,49.22924688,0.0
2224,3,Junction,-123.126752,49.23017832,0.0
2225,4,Junction,-123.126711,49.22648841,0.97840796118228
2226,3,Junction,-123.1267202,49.23110969,0.0
2227,3,Junction,-123.1267816,49.25779413,0.0
2228,4,Junction,-123.1268437,49.28813668,2.895562997339863
2229,4,Junction,-123.1266885,49.23204098,0.0
2230,4,Junction,-123.1267475,49.25871425,0.5845011145133634
