StreetID,hblock,streetName,PseudoJunctionCount,pseudoJunctionID1,pseudoJunctionID2,adjustJunctionID1,adjustJunctionID2,adjustStreetID1,adjustStreetID2,streetType,PropertyCount,Avg_CURRENT_LAND_VALUE,SD_CURRENT_LAND_VALUE,Avg_CURRENT_IMPROVEMENT_VALUE,SD_CURRENT_IMPROVEMENT_VALUE,Avg_ASSESSMENT_YEAR,SD_ASSESSMENT_YEAR,Avg_PREVIOUS_LAND_VALUE,SD_PREVIOUS_LAND_VALUE,Avg_PREVIOUS_IMPROVEMENT_VALUE,SD_PREVIOUS_IMPROVEMENT_VALUE,Avg_YEAR_BUILT,SD_YEAR_BUILT,Avg_BIG_IMPROVEMENT_YEAR,SD_BIG_IMPROVEMENT_YEAR,Avg_ALL24,Avg_ALL8_9,Avg_ALL10_16,Avg_ALL17_18,Shape_Length,Landuse,latitude,longitude
1775,1600 E 45TH AV,E 45TH AV,0,0,0,4428,4476,,, Residential,4.0,745000.0,28670.54237,143775.0,99600.07948,2013.0,0.0,712500.0,23671.36104,141750.0,92288.44276,1980.0,17.02938637,1980.0,17.02938637,,,,,100.895105,"S110, S110, S110, S110, S110, S110, S110, S110, ",49.2291956,-123.064843425
1776,1600 E 47TH AV,E 47TH AV,0,0,0,4427,4473,,, Residential,4.0,772000.0,39395.43121,179250.0,37845.07894,2013.0,0.0,735750.0,34711.90958,177250.0,31847.29188,1985.0,5.228129047,1985.0,5.228129047,,,,,100.8110547,"S110, S110, S110, S110, S110, S110, S110, ",49.227135,-123.071816
1777,1600 E 49TH AV,E 49TH AV,0,0,0,4426,4472,,, Secondary Arterial,15.0,670714.2857,69202.52171,181521.4286,173458.5793,2013.0,0.0,654785.7143,73983.55178,155228.5714,136053.8153,1979.071429,28.17927303,1980.785714,27.45395746,,,,,100.8176866,"R100, S110, S110, S110, S110, S110, ",49.225255,-123.073159
1778,1600 E 51ST AV,E 51ST AV,0,0,0,4425,4471,,, Residential,6.0,802833.3333,79519.59926,146100.0,166201.6366,2013.0,0.0,819166.6667,71962.25863,140600.0,144027.0947,1968.666667,24.48400839,1972.833333,22.5602896,,,,,100.597199,"R100, S110, S110, S110, S110, S110, S110, ",49.223355,-123.073346
1779,1600 E 53RD AV,E 53RD AV,0,0,0,4421,4469,,, Residential,3.0,835000.0,69462.21995,211900.0,200415.1441,2013.0,0.0,847666.6667,63058.1742,195333.3333,175243.6399,1980.333333,28.9194283,1980.333333,28.9194283,,,,,100.7163615,"R100, S110, S110, S110, S110, S110, S110, S400, ",49.221758,-123.073194
1780,1600 E 55TH AV,E 55TH AV,0,0,0,4413,4465,,, Residential,8.0,869125.0,63712.38386,205650.0,156622.8591,2013.0,0.0,877875.0,64321.59713,142950.0,151652.7895,1985.375,27.11845708,1988.125,24.33948878,,,,,103.2800248,"S110, S110, S110, S110, S400, ",49.219566,-123.075384
1781,1600 E 56TH AV,E 56TH AV,0,0,0,4381,4464,,, Residential,18.0,867722.2222,35456.36184,140472.2222,216852.492,2013.0,0.0,879388.8889,35248.92804,122283.3333,188239.7603,1965.888889,22.5516111,1968.0,22.15719243,,,,,144.8369429,"S110, S110, S110, S110, S110, S110, ",49.219015,-123.073974
1782,1600 E 57TH AV,E 57TH AV,1,4372,0,4380,0,1592.0,, Collector,,,,,,,,,,,,,,,,,,,,3.053156369,"S110, S110, S110, S110, ",49.218107,-123.073937
1783,1600 E 57TH AV,E 57TH AV,0,0,0,4380,4462,,, Collector,23.0,730826.087,70430.91533,176752.1739,141477.1227,2013.0,0.0,723260.8696,69553.26108,162100.0,123512.7597,1978.521739,21.21292394,1980.347826,17.81880696,7276.95,893.05,2767.1,1118.15,144.7848723,"R100, S110, S110, S110, S110, S110, ",49.218107,-123.073937
1784,1600 E 59TH AV,E 59TH AV,0,0,0,4369,4460,,, Residential,21.0,819809.5238,86983.11276,184890.4762,188583.0637,2013.0,0.0,787857.1429,83610.57691,155290.4762,168405.6588,1980.809524,24.19425355,1981.285714,23.80576161,298.6666667,46.83333333,116.0,57.5,147.3988858,"S110, S110, S110, S110, S110, S110, ",49.216291,-123.07213
1785,1600 E 60TH AV,E 60TH AV,0,0,0,4374,4459,,, Residential,8.0,782875.0,101131.3679,351550.0,239941.0821,2013.0,0.0,756000.0,97716.79195,204700.0,174761.5273,1992.25,25.32502997,1994.75,21.87464285,283.1666667,50.0,117.5,48.33333333,144.8303865,"S110, S110, S110, S110, S110, S400, ",49.215451,-123.074023
1786,1600 E 61ST AV,E 61ST AV,0,0,0,4371,4458,,, Residential,5.0,875000.0,81618.01272,161360.0,197934.2138,2013.0,0.0,838600.0,79156.8064,140920.0,172072.8102,1964.0,23.79075451,1977.6,20.36663939,448.5,79.41666667,183.5833333,82.58333333,144.7200832,"S110, S110, S110, S110, S110, S110, S400, ",49.214606,-123.074035
1787,1600 E 62ND AV,E 62ND AV,0,0,0,4367,4457,,, Residential,4.0,865500.0,91000.0,464250.0,109506.0881,2013.0,0.0,829750.0,88500.0,311500.0,112943.9389,2005.75,5.123475383,2006.0,5.477225575,,,,,144.7467042,"S110, S110, S110, S110, S400, ",49.213758,-123.074054
1788,1600 E 64TH AV,E 64TH AV,0,0,0,4363,4455,,, Residential,6.0,926500.0,80562.39818,213316.6667,202603.0051,2013.0,0.0,884500.0,76536.9192,187983.3333,176633.7727,1977.166667,19.28125169,1977.166667,19.28125169,,,,,144.7482633,"S110, S110, S110, S110, S110, S110, S400, ",49.211987,-123.074074
1789,1600 E GEORGIA ST,E GEORGIA ST,0,0,0,4439,4522,,, Residential,23.0,674900.0,275383.7323,169255.0,120029.9063,2013.0,0.0,559050.0,195772.0143,179285.0,127163.9153,1975.05,34.99093868,1981.75,25.95720162,133.3333333,15.0,51.75,22.25,165.6043051,"R100, S110, S110, S110, S110, S110, S110, S130, S130, S130, S131, S200, S200, ",49.27851,-123.072728
1790,1600 E HASTINGS ST,E HASTINGS ST,0,0,0,4442,4525,,, Arterial,15.0,1645328.571,1600100.023,196000.0,287381.4538,2013.0,0.0,1565342.857,1648227.313,222871.4286,283365.9022,1967.846154,17.04330833,1980.076923,19.17229572,15688.33333,1941.033333,6505.333333,2461.033333,163.1859665,"S200, S200, S200, S200, S300, S300, S300, S400, U100, ",49.281269,-123.072638
1791,1600 E KENT AV NORTH,E KENT AV NORTH,0,0,0,4378,4499,,, Secondary Arterial,2.0,2281500.0,471640.2231,460600.0,641204.4292,2013.0,0.0,2401500.0,495681.8536,409000.0,568513.8521,1966.5,9.192388155,1977.5,6.363961031,1281.0,205.5,548.8333333,336.0,203.6462217,"R100, S300, S300, S700, ",49.209544,-123.074268
1792,1600 E KENT AV SOUTH,E KENT AV SOUTH,1,4395,0,4497,0,1596.0,, Secondary Arterial,,,,,,,,,,,,,,,,,,,,171.9826771,"S300, S700, ",49.209185,-123.074362
1793,1600 E PENDER ST,E PENDER ST,0,0,0,4441,4524,,, Residential,37.0,565754.5455,417289.4163,223336.3636,165791.139,2013.0,0.0,508460.6061,377310.2685,214018.1818,145770.7199,1981.484848,35.32538147,1989.939394,21.21016766,,,,,163.1529759,"S110, S110, S130, S130, S130, S130, S130, S200, S200, S200, S230, S300, S300, ",49.280327,-123.074018
1794,1600 FRANCES ST,FRANCES ST,0,0,0,4440,4523,,, Residential,74.0,325486.5135,328092.1639,129867.5946,133331.0928,2013.0,0.0,300783.8108,240550.9469,144012.1892,145570.6976,1979.72973,22.30811468,1982.148649,18.15057449,,,,,163.1055344,"R100, S110, S110, S110, S110, S130, S130, S130, S130, S130, S130, S400, ",49.279428,-123.072699
1795,1600 FRANKLIN ST,FRANKLIN ST,0,0,0,4443,4526,,, Residential,12.0,875000.0,423170.2859,431016.6667,552193.9857,2013.0,0.0,730583.3333,353406.3997,409400.0,419645.4586,1953.083333,25.55727377,1974.083333,7.913835219,784.8333333,62.33333333,335.75,154.4166667,162.6564786,"S200, S230, S300, S300, S300, S300, S300, S300, ",49.282006,-123.072284
1796,1600 GARDEN DRIVE,GARDEN DRIVE,0,0,0,5105,5106,,, Residential,6.0,738500.0,49111.09854,101066.6667,99700.78569,2013.0,0.0,726000.0,48928.51929,95716.66667,95222.48509,1952.0,32.69250679,1974.666667,18.39202726,193.8333333,24.27777778,80.77777778,30.61111111,100.6733708,"S110, S110, S110, S110, S110, S110, S110, S110, ",49.269587,-123.05802
1797,1600 GRANT ST,GRANT ST,0,0,0,4485,4578,,, Residential,57.0,410148.1481,217380.0608,222637.037,129385.3792,2013.0,0.0,386962.963,196508.578,216800.0,128396.8024,1993.0,24.72890047,1994.363636,20.59428511,,,,,140.5362088,"S110, S110, S110, S130, S130, S130, S131, S131, S200, S230, S230, ",49.271433,-123.07154
1798,1600 GRAVELEY ST,GRAVELEY ST,0,0,0,4484,4576,,, Residential,10.0,1602600.0,1054112.18,644450.0,629761.008,2013.0,0.0,1302600.0,803685.5659,892890.0,915226.6319,1950.2,38.46441357,1975.8,19.12996486,0.0,0.0,0.0,0.0,140.6956584,"S110, S110, S130, S130, S130, S131, S200, S200, S200, S230, ",49.270513,-123.069768
1799,1600 HARO ST,HARO ST,0,0,0,1884,1948,,, Residential,7.0,3290142.857,1694702.278,4681285.714,3111797.322,2013.0,0.0,2578571.429,1328579.424,4320285.714,3172748.373,1961.857143,7.197883287,1961.857143,7.197883287,,,,,160.8290003,"R100, S110, S130, S130, S130, S135, S135, S135, S135, S135, S135, ",49.289709,-123.134853
1800,1600 HARWOOD ST,HARWOOD ST,0,0,0,1563,1629,,, Residential,8.0,2780125.0,3526246.626,3518000.0,7190579.691,2013.0,0.0,2288750.0,2719465.533,3625750.0,7519438.918,1980.125,23.7873766,1980.125,23.7873766,,,,,160.7337966,"R100, S130, S130, S130, S130, S135, S135, S135, ",49.284235,-123.141672
1801,1600 HIGHBURY ST,HIGHBURY ST,0,0,0,339,340,,, Residential,5.0,2517200.0,548807.981,242060.0,410977.7768,2013.0,0.0,2425400.0,522378.024,224120.0,378163.0561,1957.8,23.3173755,1961.8,23.84743173,,,,,105.2142329,"R100, S110, S110, S110, S110, S110, ",49.272266,-123.187516
1802,1600 KAMLOOPS ST,KAMLOOPS ST,0,0,0,5301,5305,,, Residential,12.0,644333.3333,67991.08676,53350.0,37616.76367,2013.0,0.0,628333.3333,56241.90177,57658.33333,43142.37441,1937.5,8.501336793,1953.083333,18.11307079,0.0,0.0,0.0,0.0,102.8690363,"S110, S110, S110, S110, ",49.270437,-123.0547
1803,1600 KASLO ST,KASLO ST,0,0,0,5620,5621,,, Residential,7.0,585000.0,78612.97603,60185.71429,112941.6284,2013.0,0.0,585571.4286,62174.10271,58128.57143,105952.6579,1938.285714,33.3552309,1962.714286,24.48614769,0.0,0.0,0.0,0.0,103.0521013,"S110, S110, S110, S110, S110, S110, S200, ",49.270498,-123.046944
1804,1600 KINGSWAY,KINGSWAY,0,0,0,4508,4548,,, Arterial,8.0,738700.0,272388.8607,283800.0,295483.2313,2013.0,0.0,748450.0,280944.5649,274700.0,293999.7279,1951.375,44.19740619,1974.25,24.93849577,,,,,122.0793813,"S200, S200, S200, S200, S230, S230, ",49.247559,-123.071005
1805,1600 KITCHENER ST,KITCHENER ST,0,0,0,4487,4579,,, Residential,10.0,920444.4444,819159.1895,361655.5556,476143.5947,2013.0,0.0,801333.3333,749951.1651,400933.3333,497605.9008,1940.5,40.4454365,1975.9,19.76781897,,,,,140.7073421,"S110, S110, S110, S110, S130, S130, S200, S230, S230, S230, ",49.272153,-123.071511
1807,1600 LAKEWOOD DRIVE,LAKEWOOD DRIVE,0,0,0,4935,4936,,, Residential,7.0,748142.8571,107665.2661,157157.1429,193605.2759,2013.0,0.0,718000.0,64404.96875,168285.7143,205635.563,1946.571429,39.23797966,1958.857143,36.73068005,200.0833333,27.83333333,80.75,32.16666667,100.5161022,"S110, S110, S110, S110, S110, S110, S110, S110, ",49.269632,-123.06189
1808,1600 LARCH ST,LARCH ST,0,0,0,955,957,,, Residential,18.0,1023222.222,2124874.572,464733.3333,1831654.112,2013.0,0.0,913777.7778,1704219.592,445955.5556,1747289.985,1959.944444,10.46266315,1959.944444,10.46266315,,,,,98.14780547,"S130, S130, S130, S130, S131, S131, S131, S135, ",49.271814,-123.162129
1809,1600 LAURIER AV,LAURIER AV,0,0,0,1495,1597,,, Residential,9.0,5751000.0,853966.9197,493000.0,348672.4824,2013.0,0.0,5517333.333,821267.77,507222.2222,360229.7107,1915.777778,5.562773089,1968.222222,22.99335653,,,,,202.1608154,"S110, S110, S110, S110, S110, S131, ",49.25092,-123.143952
1810,1600 LILLOOET ST,LILLOOET ST,0,0,0,5933,5936,,, Residential,5.0,1140400.0,981706.066,45080.0,38275.54049,2013.0,0.0,1146800.0,1003794.65,43720.0,37242.40862,1957.8,9.808159868,1957.8,9.808159868,0.0,0.0,0.0,0.0,104.4147003,"S110, S110, S110, S110, S110, S110, S400, ",49.270488,-123.038949
1811,1600 MACDONALD ST,MACDONALD ST,0,0,0,791,793,,, Secondary Arterial,2.0,1160000.0,394565.5839,285500.0,51618.79503,2013.0,0.0,1107500.0,450427.0196,291500.0,55861.43571,1979.0,0.0,1984.5,7.778174593,,,,,41.95274432,"S110, S110, S110, S131, S131, S131, ",49.271252,-123.168213
1812,1600 MAIN ST,MAIN ST,0,0,0,3244,3245,,, Arterial,1.0,20191000.0,,31400.0,,2013.0,,18311000.0,,30600.0,,1986.0,,1986.0,,,,,,39.89446374,"S200, S200, S300, S700, ",49.271112,-123.100424
1813,1600 MAIN ST,MAIN ST,0,0,0,3247,3259,,, Arterial,1.0,,,,,,,,,,,1980.0,,1980.0,,,,,,70.52169731,"S200, S200, S200, S300, S400, U100, ",49.271112,-123.100424
1814,1600 MAIN ST,MAIN ST,0,0,0,3245,3247,,, Arterial,7.0,2302800.0,2371917.726,6640.0,8645.403403,2013.0,0.0,3709333.333,1991050.058,333.3333333,577.3502692,1963.25,6.5,1963.25,6.5,,,,,50.036214,"S200, S200, S200, S200, S300, ",49.271112,-123.100424
1815,1600 MANITOBA ST,MANITOBA ST,0,0,0,2962,2964,,, Residential,1.0,3067000.0,,0.0,,2013.0,,3051000.0,,0.0,,,,,,,,,,69.97200701,"R100, R100, S135, S200, S235, ",49.270948,-123.106668
1816,1600 MANITOBA ST,MANITOBA ST,0,0,0,2959,2962,,, Residential,1.0,,,,,,,,,,,,,,,,,,,78.6507954,"R100, S135, S200, S230, S235, ",49.270948,-123.106668
1817,1600 MAPLE ST,MAPLE ST,0,0,0,1291,1292,,, Residential,30.0,510566.6667,781511.5188,177136.6667,119555.6701,2013.0,0.0,477133.3333,624839.5509,187666.6667,192627.089,1982.433333,14.14136347,1986.3,7.003201238,,,,,98.09159329,"R100, S110, S110, S130, S130, S130, S131, S131, ",49.271622,-123.150241
1818,1600 MARPOLE AV,MARPOLE AV,0,0,0,1567,1642,,, Residential,5.0,5788600.0,610039.5889,675980.0,866783.7977,2013.0,0.0,5673600.0,639105.4686,694880.0,887388.3434,1936.2,34.14234907,1961.2,29.00344807,,,,,130.9123646,"R100, S110, S110, S110, S131, ",49.25585,-123.140669
1819,1600 MATTHEWS AV,MATTHEWS AV,0,0,0,1521,1564,,, Residential,9.0,3632555.556,2740860.91,362777.7778,154495.7748,2013.0,0.0,3441222.222,2737286.1,379444.4444,163765.1605,1919.888889,24.05433664,1969.666667,11.5,,,,,117.1704669,"S110, S110, S110, S131, U100, U100, ",49.252952,-123.140876
1820,1600 MCLEAN DRIVE,MCLEAN DRIVE,0,0,0,4320,4321,,, Residential,8.0,460125.0,156918.0291,191825.0,105716.6124,2013.0,0.0,420375.0,146654.0511,182562.5,98775.15502,1966.125,37.44114429,1983.75,16.97687503,254.25,25.5,139.25,37.75,100.4839189,"S110, S110, S110, S110, S130, S131, S135, U100, ",49.270563,-123.075418
1821,1600 NANAIMO ST,NANAIMO ST,0,0,0,5203,5204,,, Arterial,8.0,882750.0,516019.0334,172475.0,187271.7487,2013.0,0.0,935250.0,578561.7019,148400.0,137928.2526,1932.5,23.17017788,1959.625,17.31999258,,,,,103.1321989,"S110, S110, S110, S200, S230, S230, ",49.26956,-123.056594
1822,1600 NANTON AV,NANTON AV,0,0,0,1484,1585,,, Residential,6.0,3185000.0,0.0,195600.0,188990.9204,2013.0,0.0,3228000.0,0.0,213650.0,189744.183,1935.166667,26.38497047,1967.333333,12.59629575,,,,,230.2769006,"R100, S110, S110, S110, S110, S110, S110, S400, ",49.247456,-123.141563
1823,1600 NAPIER ST,NAPIER ST,0,0,0,4583,0,,, Residential,4.0,7569000.0,9087736.352,828600.0,881620.7348,2013.0,0.0,5977000.0,6940960.164,859050.0,907854.3964,1966.5,4.949747468,1966.5,4.949747468,,,,,44.83529678,"S200, S200, S230, S230, S400, ",49.274855,-123.069237
1824,1600 NELSON ST,NELSON ST,0,0,0,1791,1848,,, Residential,102.0,440470.5882,1545337.585,441843.1373,3450616.478,2013.0,0.0,415686.2745,1203567.198,420969.6078,3269581.396,1970.568627,14.20675464,1974.382353,5.120419455,2118.25,256.25,945.0,322.5,160.7985424,"S110, S110, S110, S130, S130, S130, S130, S130, S130, S135, S135, ",49.28831,-123.136977
1825,1600 NOOTKA ST,NOOTKA ST,0,0,0,5837,5839,,, Residential,11.0,539545.4545,81637.44684,72772.72727,54451.0439,2013.0,0.0,546818.1818,69063.47541,70381.81818,51812.56253,1960.636364,16.39678461,1964.636364,11.83446431,,,,,103.6658076,"S110, S110, S110, S110, S110, S110, S110, ",49.269625,-123.041493
1826,1600 ONTARIO ST,ONTARIO ST,0,0,0,3049,3051,,, Residential,110.0,450722.2222,461643.9101,345370.3704,154318.4953,2013.0,0.0,444435.1852,449333.9468,355074.0741,165285.2365,2009.0,0.0,2009.0,0.0,,,,,69.97190705,"R100, S200, S235, S235, ",49.271148,-123.103992
1827,1600 ONTARIO ST,ONTARIO ST,0,0,0,3048,3049,,, Residential,150.0,327000.0,217823.3539,321879.1946,100057.7477,2013.0,0.0,341348.9933,210714.4195,305194.6309,100129.5565,2009.0,0.0,2009.0,0.0,,,,,78.65688068,"S200, S235, S235, S300, S300, ",49.271148,-123.103992
1828,1600 PANDORA ST,PANDORA ST,0,0,0,4444,4528,,, Residential,6.0,834666.6667,377459.2252,380033.3333,461366.599,2013.0,0.0,697000.0,314988.2537,372650.0,434401.4077,1956.166667,31.10251865,1976.0,8.366600265,260.5833333,24.0,136.5,39.16666667,162.2252278,"S300, S300, S300, S300, S300, U100, ",49.283104,-123.072322
1829,1600 PARKER ST,PARKER ST,0,0,0,4584,0,,, Residential,3.0,943000.0,434744.7527,411333.3333,134522.6127,2013.0,0.0,881333.3333,406454.5895,422000.0,121243.5565,1908.666667,0.577350269,1943.333333,23.09401077,,,,,42.66384803,"R100, S110, S230, S230, S230, S230, S400, ",49.275757,-123.069661
1830,1600 PENDRELL ST,PENDRELL ST,0,0,0,1700,1765,,, Residential,1.0,24632000.0,,31497000.0,,2013.0,,19306000.0,,31162000.0,,1966.0,,1966.0,,451.4,42.6,184.3,76.1,160.8573064,"R100, S130, S130, S135, S135, S135, S400, ",49.285931,-123.137614
1831,1600 PENTICTON ST,PENTICTON ST,0,0,0,5412,5413,,, Residential,1.0,596000.0,,137000.0,,2013.0,,604000.0,,131000.0,,1958.0,,1978.0,,0.0,0.0,0.0,0.0,102.4305184,"R100, S110, S110, S110, ",49.269581,-123.052099
1832,1600 PINE CRESCENT,PINE CRESCENT,0,0,0,1490,1567,,, Residential,4.0,4338000.0,662754.3537,767000.0,718792.0422,2013.0,0.0,4491500.0,805970.4296,791175.0,729157.1773,1958.0,42.18214472,1980.0,20.46134567,,,,,157.2812106,"R100, S110, S110, S110, S110, S110, S131, ",49.2471382,-123.1471249
1833,1600 POWELL ST,POWELL ST,0,0,0,4445,4529,,, Arterial,,,,,,,,,,,,,,,,17542.33333,2942.333333,7114.0,3050.0,167.6110848,"S200, S235, S300, S300, S300, S300, U100, ",49.283504,-123.072507
1834,1600 QUEBEC ST,QUEBEC ST,0,0,0,3146,3173,,, Arterial,2.0,36270000.0,2901966.23,6999450.0,9888959.046,2013.0,0.0,33913500.0,4150009.699,3350.0,4737.615434,1990.0,,1990.0,,,,,,80.73734243,"R100, S200, S200, S200, S300, ",49.269023,-123.102675
1835,1600 QUEBEC ST,QUEBEC ST,0,0,0,3139,3146,,, Arterial,,,,,,,,,,,,,,,,,,,,121.0300283,"S200, S200, S200, S200, S300, ",49.269023,-123.102675
1836,1600 RENFREW ST,RENFREW ST,0,0,0,5729,5731,,, Secondary Arterial,10.0,1053600.0,908672.0714,147260.0,177671.6522,2013.0,0.0,934600.0,721666.6205,159640.0,141800.1896,1968.8,32.60470314,1970.0,32.22145593,,,,,103.6830027,"S110, S110, S200, S200, S200, S200, S230, S230, ",49.270411,-123.044291
1837,1600 ROBSON ST,ROBSON ST,0,0,0,1925,1981,,, Arterial,51.0,466686.2745,486979.2394,295033.3333,177671.9242,2013.0,0.0,466520.0,479502.0053,285840.0,182496.336,1997.27451,5.363127563,1997.27451,5.363127563,3087.214286,254.7142857,1151.285714,442.2142857,160.7564061,"S130, S200, S200, S230, S230, S235, S235, S235, ",49.290422,-123.133814
1838,1600 ROXBURGH CRESCENT,ROXBURGH CRESCENT,0,0,0,1494,1554,,, Residential,3.0,3972333.333,942698.4318,1235333.333,1065234.403,2013.0,0.0,3867333.333,727055.9355,1185333.333,1012612.627,1979.0,46.80811895,1989.333333,29.83845394,,,,,201.1267475,"S110, S110, S110, S110, S110, S110, S110, S110, S110, ",49.240952,-123.142521
1839,1600 RUPERT ST,RUPERT ST,0,0,0,6144,6146,,, Residential,5.0,933400.0,647734.7451,93260.0,127758.1035,2013.0,0.0,954800.0,741188.7074,76800.0,118760.5785,1976.2,40.04622329,1983.2,31.1560588,,,,,105.5873813,"R100, R100, S110, S110, S200, ",49.270497,-123.033641
1840,1600 SALSBURY DRIVE,SALSBURY DRIVE,0,0,0,4661,4662,,, Residential,10.0,765000.0,168196.3139,205350.0,79436.16934,2013.0,0.0,722200.0,197943.7631,216940.0,87778.96736,1912.8,5.116422361,1966.8,20.47111787,,,,,100.9156464,"S110, S110, S110, S110, S110, S400, ",49.270498,-123.067682
1841,1600 SALT ST,SALT ST,0,0,0,2988,2991,,, Residential,,,,,,,,,,,,,,,,,,,,148.6247309,"R100, R100, S200, S200, S235, S235, S300, ",49.271538,-123.106071
1842,1600 SASAMAT ST,SASAMAT ST,0,0,0,68,69,,, Residential,1.0,3256000.0,,192000.0,,2013.0,,3258000.0,,125000.0,,2012.0,,2012.0,,,,,,87.31776782,"R100, S110, S110, S110, S110, S110, ",49.272158,-123.208824
1843,1600 SCOTIA ST,SCOTIA ST,0,0,0,3453,0,,, Residential,,,,,,,,,,,,,,,,,,,,149.2205884,"S200, S200, S200, S700, ",49.267716,-123.098275
1844,1600 SE MARINE DRIVE,SE MARINE DRIVE,0,0,0,4362,4383,,, Arterial,,,,,,,,,,,,,,,,,,,,9.936094404,"R100, S110, S110, S300, S300, ",49.21112,-123.074352
1845,1600 SE MARINE DRIVE,SE MARINE DRIVE,0,0,0,4383,4454,,, Arterial,1.0,692000.0,,21200.0,,2013.0,,680000.0,,19400.0,,1956.0,,1956.0,,26788.375,3559.375,11054.25,3873.0,134.8220228,"R100, S110, S110, S200, S300, S300, ",49.21112,-123.074352
1846,1600 SEMLIN DRIVE,SEMLIN DRIVE,0,0,0,4838,4839,,, Residential,7.0,676000.0,131687.762,116471.4286,90183.16018,2013.0,0.0,636714.2857,124023.8072,127857.1429,99679.71805,1923.285714,26.81239941,1971.857143,11.34942835,175.9166667,21.25,88.25,31.0,100.5592434,"S110, S110, S110, S110, S110, S110, S110, S400, ",49.270432,-123.063762
1847,1600 SLOCAN ST,SLOCAN ST,0,0,0,5524,5525,,, Residential,2.0,522000.0,0.0,77900.0,0.0,2013.0,0.0,536000.0,0.0,89000.0,0.0,1925.0,0.0,1965.0,0.0,0.0,0.0,0.0,0.0,102.4830875,"R100, S110, S110, S110, S110, ",49.281246,-123.049093
1848,1600 SOMERSET CRESCENT,SOMERSET CRESCENT,0,0,0,1489,1533,,, Residential,2.0,4458000.0,1831406.563,197000.0,72124.89168,2013.0,0.0,5235000.0,2077479.723,208000.0,76367.53237,1930.0,2.828427125,1960.0,0.0,,,,,98.08663479,"S110, S110, S110, S110, S110, S110, ",49.236983,-123.143383
1849,1600 STATION ST,STATION ST,0,0,0,3366,3369,,, Residential,6.0,2589333.333,1890907.578,3874166.667,8722135.665,2013.0,0.0,2516333.333,1904381.334,3724833.333,8375903.639,1940.166667,29.8021252,1947.166667,31.26926073,,,,,68.67536552,"S200, S300, S300, S300, ",49.271063,-123.098064
1850,1600 STEPHENS ST,STEPHENS ST,0,0,0,848,849,,, Residential,3.0,1893333.333,626425.0421,187333.3333,101036.2971,2013.0,0.0,1865000.0,699748.5263,189666.6667,96417.49495,1964.0,27.71281292,1992.0,3.464101615,,,,,33.49901315,"R100, S110, S110, S110, S131, ",49.271686,-123.166242
1851,1600 STEPHENS ST,STEPHENS ST,0,0,0,847,848,,, Residential,17.0,1155294.118,375931.1381,203135.2941,163746.4387,2013.0,0.0,1157941.176,383287.1754,208470.5882,178904.5408,1944.529412,38.09382766,1977.117647,23.2025924,,,,,99.40041935,"S110, S110, S110, S110, S110, S110, S131, S131, ",49.271686,-123.166242
1852,1600 SW MARINE DRIVE,SW MARINE DRIVE,0,0,0,1491,1503,,, Arterial,1.0,1123000.0,,23000.0,,2013.0,,1183000.0,,23600.0,,1951.0,,1951.0,,,,,,34.6520827,"S110, S110, S130, S700, S700, ",49.205163,-123.140943
1853,1600 SW MARINE DRIVE,SW MARINE DRIVE,0,0,0,1470,1491,,, Arterial,2.0,773500.0,119501.046,65300.0,63215.34624,2013.0,0.0,776500.0,142128.463,67100.0,67740.82964,1964.0,11.3137085,1964.0,11.3137085,18192.16667,2416.333333,8556.5,2943.333333,70.8229101,"S110, S110, S110, S110, S130, S700, S700, ",49.205163,-123.140943
1854,1600 SW MARINE DRIVE,SW MARINE DRIVE,0,0,0,1418,1470,,, Arterial,12.0,1270000.0,1097034.266,427991.6667,402564.6926,2013.0,0.0,1337000.0,1162034.266,349666.6667,292591.2114,1982.416667,22.98797446,1988.083333,20.8128384,,,,,91.41650959,"R100, S110, S110, S110, S110, ",49.205163,-123.140943
1855,1600 TEMPLETON DRIVE,TEMPLETON DRIVE,0,0,0,5005,5007,,, Residential,6.0,768000.0,207567.8202,92283.33333,42117.4746,2013.0,0.0,751833.3333,162599.4055,89566.66667,35968.69009,1941.833333,28.81261298,1972.166667,12.31936146,137.4166667,19.16666667,59.58333333,19.75,100.5093524,"S110, S110, S110, S110, S110, S110, S110, S110, ",49.271159,-123.059928
1856,1600 TOLMIE ST,TOLMIE ST,0,0,0,44,45,,, Residential,1.0,4502000.0,,672000.0,,2013.0,,4692000.0,,745000.0,,1936.0,,1997.0,,,,,,51.48766801,"S110, S110, S110, S110, ",49.27324,-123.211812
1857,1600 TRAFALGAR ST,TRAFALGAR ST,0,0,0,903,905,,, Residential,8.0,1592375.0,629451.2207,147037.5,166384.9318,2013.0,0.0,1625000.0,603747.1088,109475.0,74710.29285,1951.875,34.14857244,1962.75,27.64959313,,,,,99.33321134,"S110, S110, S110, S110, S110, S130, S130, ",49.271869,-123.164394
1858,1600 TRIMBLE ST,TRIMBLE ST,0,0,0,93,94,,, Residential,1.0,2546000.0,,174000.0,,2013.0,,2663000.0,,152000.0,,1978.0,,1978.0,,,,,,92.50713895,"R100, R100, R100, S110, S110, ",49.269807,-123.20584
1859,1600 VALIANT ST,VALIANT ST,0,0,0,6473,6474,,, Residential,,,,,,,,,,,,,,,,,,,,95.00261919,"S200, S300, S300, ",49.2696055,-123.0253589
