StrID,streetName,StartX,StartY,MidX,MidY,EndX,EndY,DeadEndX,DeadEndY
640,E 12TH AV,-123.081409457,49.2596477022,-123.079474599,49.2596321221,-123.077539742,49.259616542,0,0
894,E 20TH AV,-123.079858961,49.2526583675,-123.078897062,49.2526380096,-123.077935108,49.2526205971,0,0
539,KAMLOOPS ST,-123.054637885,49.2757978887,-123.054637551,49.2753836551,-123.05463862,49.2749694227,0,0
809,W 15TH AV,-123.130249478,49.257849941,-123.130899949,49.2578603932,-123.131550421,49.2578708454,0,0
718,E 49TH AV,-123.082799933,49.2253750737,-123.082109536,49.2253617257,-123.08141914,49.2253483776,0,0
738,GRANT ST,-123.079735528,49.2714900445,-123.07921254,49.2714869489,-123.078689552,49.2714838533,-123.07973553,49.27149004
849,WILLIAM ST,-123.08030348,49.2740741664,-123.079473326,49.2740635973,-123.078643172,49.2740530282,-123.08030348,49.27407417
935,FRANKLIN ST,-123.079104387,49.2822885754,-123.078081562,49.2822771954,-123.077058737,49.2822658155,0,0
949,JERVIS ST,-123.134916413,49.2827959394,-123.135443928,49.2824438017,-123.135974569,49.2820963935,0,0
664,BEACH AV,-123.135417384,49.2775757284,-123.136269546,49.2784246465,-123.137121709,49.2792735645,0,0
884,DAVIE ST,-123.133343847,49.2817775586,-123.13413013,49.282286749,-123.134916413,49.2827959394,0,0
566,PARK DRIVE,-123.130031527,49.2144530811,-123.130708661,49.2146465116,-123.131385797,49.214839938,0,0
872,BURRARD ST,-123.130230185,49.278370083,-123.130495024,49.2781948366,-123.130759863,49.2780195902,0,0
714,E 39TH AV,-123.08249803,49.2346205166,-123.081803391,49.2347472323,-123.081106315,49.234843127,0,0
685,E 10TH AV,-123.081371615,49.2614568895,-123.080404902,49.2614490168,-123.079438189,49.2614411441,0,0
744,HOMER ST,-123.121656975,49.2763013507,-123.122453967,49.2757737029,-123.123250959,49.2752460551,0,0
740,HAMILTON ST,-123.121103295,49.2759421519,-123.121900673,49.2754149797,-123.122698052,49.2748878075,0,0
815,W 32ND AV,-123.130055991,49.242471612,-123.131594927,49.2427588577,-123.133107358,49.2431678592,0,0
1009,W 32ND AV,-123.133107358,49.2431678592,-123.134385152,49.2435130029,-123.135663112,49.2438575368,0,0
677,COMOX ST,-123.129054162,49.281784777,-123.130135672,49.282484845,-123.131217181,49.2831849131,0,0
909,E 37TH AV,-123.081059477,49.2364313341,-123.080646503,49.2364257996,-123.080233531,49.236420108,0,0
1004,W 13TH AV,-123.131482085,49.2597106812,-123.132666547,49.2597295064,-123.133851009,49.2597483316,0,0
810,W 16TH AV,-123.130282149,49.2570576064,-123.130681379,49.2570375086,-123.131080062,49.2570703487,0,0
773,PACIFIC ST,-123.134371682,49.2782672397,-123.135452295,49.2789669541,-123.136532908,49.2796666685,0,0
663,BARCLAY ST,-123.126927413,49.2831919266,-123.128008909,49.2838920823,-123.129090405,49.2845922381,0,0
533,HARO ST,-123.125683077,49.2837775953,-123.125773675,49.2838364466,-123.125864273,49.2838952979,0,0
682,DENMAN ST,-123.140730886,49.2879520621,-123.141021001,49.2877597798,-123.141311113,49.2875674941,0,0
711,E 35TH AV,-123.082413094,49.2382031145,-123.081856339,49.2381959528,-123.081299585,49.2381886197,0,0
555,MELVILLE ST,-123.119976068,49.285153105,-123.12069272,49.2856211133,-123.121411978,49.2860839098,0,0
665,BIDWELL ST,-123.139159262,49.2869340031,-123.139690501,49.2865820851,-123.140222002,49.2862305634,0,0
961,MARINASIDE CRESCENT,-123.119796711,49.2730087073,-123.120592317,49.2724812608,-123.121387936,49.2719538265,0,0
939,GRANDVIEW VIADUCT,-123.078817517,49.2696785026,-123.078078128,49.2696723682,-123.07733874,49.2696662339,0,0
1008,W 27TH AV,-123.132056718,49.2472961323,-123.133235256,49.2473149733,-123.134413795,49.2473338143,0,0
562,ODLUM DRIVE,-123.075826003,49.2758208194,-123.07584188,49.2753669749,-123.075857758,49.2749131303,0,0
554,MCLEAN DRIVE,-123.074413629,49.2758031437,-123.074424,49.2753491639,-123.07443437,49.2748951841,0,0
716,E 43RD AV,-123.082620415,49.2308856449,-123.081928497,49.2308751326,-123.081236568,49.2308653706,0,0
679,COTTON DRIVE,-123.071423239,49.2743992001,-123.071427604,49.2741706536,-123.071470391,49.2739505458,-123.07142324,49.2743992
721,E 55TH AV,-123.083022914,49.2196096755,-123.082290364,49.2196049675,-123.081557814,49.2196000778,0,0
619,W 67TH AV,-123.130155311,49.2107236496,-123.130845846,49.2107343337,-123.131536382,49.2107450141,0,0
591,THURLOW ST,-123.127993857,49.2824863298,-123.128524007,49.2821355502,-123.129054162,49.281784777,0,0
880,COMOX ST,-123.131217181,49.2831849131,-123.13200318,49.2836936549,-123.132789179,49.2842023967,0,0
741,HARO ST,-123.125864273,49.2838952979,-123.126945832,49.2845954454,-123.128027392,49.285295593,0,0
701,E 27TH AV,-123.081935467,49.246523626,-123.08162932,49.2465220118,-123.081323172,49.2465203976,0,0
702,E 28TH AV,-123.082689191,49.2454428875,-123.082023442,49.2454391673,-123.081357691,49.245435962,0,0
846,W HASTINGS ST,-123.119768334,49.2879277919,-123.121252512,49.2883621804,-123.122736691,49.2887965689,0,0
715,E 41ST AV,-123.082555283,49.2327825928,-123.081861232,49.2327725107,-123.081167181,49.2327624286,0,0
626,W 8TH AV,-123.126540155,49.264311815,-123.127738925,49.2643310396,-123.128937695,49.2643502643,0,0
977,PENTICTON ST,-123.052002379,49.2741377659,-123.052010098,49.2737006949,-123.052017394,49.2732636166,0,0
1002,W 11TH AV,-123.13141223,49.2615907869,-123.13259658,49.2616097209,-123.133780929,49.2616286549,0,0
900,E 29TH AV,-123.07884464,49.2445814211,-123.078523492,49.2445788643,-123.078202345,49.2445763076,0,0
550,MALKIN AV,-123.082739546,49.2732381178,-123.082090058,49.2731961821,-123.081438996,49.2731871575,0,0
982,RICHARDS ST,-123.124220646,49.2758743462,-123.125018121,49.2753468605,-123.125815595,49.2748193748,0,0
1001,W 10TH AV,-123.131378018,49.2625112957,-123.132562527,49.2625303243,-123.133747036,49.2625493529,0,0
862,ARBUTUS ST,-123.15183749,49.2753960404,-123.152209669,49.2749741729,-123.152510905,49.2745240593,0,0
822,W 41ST AV,-123.131823843,49.234074867,-123.132168988,49.2340866697,-123.132514134,49.2340984724,0,0
832,W 59TH AV,-123.131317203,49.2171699838,-123.132005797,49.2171885093,-123.13269439,49.2172070348,0,0
828,W 52ND AV,-123.13199294,49.2239601143,-123.132687716,49.2239700683,-123.133382493,49.2239800169,0,0
985,RUPERT ST,-123.033616296,49.2741275238,-123.033622968,49.2736864091,-123.033628633,49.2732452802,0,0
1000,VICTORIA DRIVE,-123.065663999,49.2737837934,-123.065668061,49.2733952709,-123.065672123,49.2730067484,0,0
587,STATION ST,-123.098516573,49.2753150369,-123.098526461,49.2751029354,-123.09853635,49.274890834,0,0
722,E 57TH AV,-123.083075897,49.218161488,-123.082325536,49.2181558921,-123.081575176,49.2181502961,0,0
794,SLOCAN ST,-123.049363045,49.2749661758,-123.049370078,49.2745512234,-123.049377229,49.2741362729,0,0
749,KASLO ST,-123.046838951,49.274963007,-123.046845459,49.2745861388,-123.04685182,49.274209268,0,0
588,STATION ST,-123.099059591,49.2754064855,-123.099076725,49.2751539772,-123.099084205,49.2749011876,0,0
649,STATION ST,-123.09853635,49.274890834,-123.098543724,49.2747211924,-123.098551099,49.2745515508,0,0
616,W 54TH AV,-123.128478114,49.2215361913,-123.129582724,49.2215518752,-123.130687333,49.2215675523,0,0
762,MCLEAN DRIVE,-123.07443437,49.2748951841,-123.074439603,49.2744444588,-123.074444836,49.2739937336,0,0
648,E KENT AV NORTH,-123.084185861,49.2087689787,-123.082462144,49.2089148131,-123.080738427,49.2090606474,0,0
790,SE MARINE DRIVE,-123.083238726,49.2111257382,-123.082658067,49.2111209185,-123.082077408,49.2111160987,0,0
956,LAMEY'S MILL ROAD,-123.130642574,49.2664317276,-123.131356363,49.2665257126,-123.132061396,49.2666714289,0,0
842,W 8TH AV,-123.128937695,49.2643502643,-123.130122913,49.2643692447,-123.131308132,49.2643882252,0,0
962,MATTHEWS AV,-123.132876267,49.2536378716,-123.133913239,49.253509817,-123.134957352,49.2534727539,0,0
761,MATTHEWS AV,-123.130775385,49.2539814216,-123.131829897,49.2538359502,-123.132876267,49.2536378716,0,0
806,W 13TH AV,-123.129112161,49.2596729653,-123.130297123,49.2596918232,-123.131482085,49.2597106812,0,0
609,W 37TH AV,-123.127932208,49.2376513821,-123.12908054,49.2376906569,-123.130228872,49.2377299162,0,0
816,W 33RD AV,-123.130089734,49.2415148231,-123.131178907,49.2415556877,-123.13226808,49.2415965532,0,0
636,WINDERMERE ST,-123.036324277,49.2753687137,-123.036327521,49.2751621382,-123.036330765,49.2749555628,0,0
987,SE MARINE DRIVE,-123.082077408,49.2111160987,-123.081387181,49.2111102974,-123.080696955,49.211104496,0,0
688,E 15TH AV,-123.08146707,49.2568256283,-123.080587155,49.2567899963,-123.079707239,49.2567543643,0,0
695,E 23RD AV,-123.081890908,49.2499707373,-123.080924875,49.2499556804,-123.079958843,49.2499405983,0,0
867,BIDWELL ST,-123.140222002,49.2862305634,-123.140753856,49.285878948,-123.14128566,49.2855272584,0,0
998,VERNON DRIVE,-123.078643172,49.2740530282,-123.078653555,49.273601692,-123.078663938,49.2731503558,0,0
1003,W 12TH AV,-123.131447172,49.2606505758,-123.132631704,49.2606694013,-123.133816236,49.2606882267,0,0
926,E 6TH AV,-123.079363405,49.2651921512,-123.078396611,49.2651863722,-123.077429826,49.2651794675,0,0
709,E 33RD AV,-123.081239836,49.2402375442,-123.080741365,49.2402351895,-123.080242894,49.2402328348,0,0
807,W 14TH AV,-123.129146578,49.2587525536,-123.130331421,49.2587714478,-123.131516265,49.2587903419,0,0
866,BEACH AV,-123.138285247,49.2804354529,-123.138244559,49.2805894829,-123.138104671,49.2806840708,0,0
1011,W 37TH AV,-123.132385875,49.2378036453,-123.133535732,49.2378431321,-123.13468559,49.2378826189,0,0
578,SCANTLINGS,-123.127754424,49.2674465665,-123.128326205,49.2671446521,-123.129005053,49.2670002023,0,0
805,W 12TH AV,-123.129077009,49.2606128505,-123.130262091,49.2606317131,-123.131447172,49.2606505758,0,0
584,SKEENA ST,-123.028379746,49.2753437105,-123.02837916,49.275137559,-123.028378574,49.2749314075,-123.02837975,49.27534371
723,E 59TH AV,-123.083113086,49.2164183924,-123.0823554,49.2164139582,-123.081597714,49.216409524,0,0
887,E 10TH AV,-123.079438189,49.2614411441,-123.078470907,49.2614333133,-123.077503626,49.2614252781,0,0
524,EXPO BOULEVARD,-123.115960533,49.2748561672,-123.116937083,49.2744432288,-123.118011708,49.274434258,0,0
592,UNION ST,-123.083264713,49.2773674479,-123.082915409,49.2773600756,-123.082566104,49.2773527033,0,0
593,UNION ST,-123.082566104,49.2773527033,-123.081956557,49.2773422825,-123.08134701,49.2773318617,0,0
799,VENABLES ST,-123.081355211,49.2768095955,-123.080660313,49.2767984544,-123.079965415,49.2767873132,0,0
780,POWELL ST,-123.081233812,49.282643181,-123.080610558,49.2827271846,-123.079987303,49.2828111881,0,0
734,FOUNDRY QUAY,-123.130059453,49.2678805769,-123.130404123,49.2678803484,-123.130417677,49.2675292703,0,0
769,NELSON ST,-123.127993857,49.2824863298,-123.129074852,49.2831867861,-123.130155847,49.2838872424,0,0
902,E 31ST AV,-123.080187265,49.2424791836,-123.079546415,49.2425234005,-123.078897699,49.2425191459,0,0
865,BEACH AV,-123.137121709,49.2792735645,-123.137703478,49.2798545087,-123.138285247,49.2804354529,0,0
733,FORGE WALK,-123.129005053,49.2670002023,-123.129755467,49.2672038867,-123.130417677,49.2675292703,0,0
625,W 7TH AV,-123.126509283,49.2651501938,-123.127708032,49.2651694094,-123.128906781,49.265188625,0,0
627,W BROADWAY,-123.126573699,49.2634009065,-123.127772495,49.2634201029,-123.128971291,49.2634392993,0,0
639,E 11TH AV,-123.081390236,49.2605529119,-123.079456028,49.2605370497,-123.077521821,49.2605211754,0,0
941,GRANVILLE ST,-123.126183105,49.2771449137,-123.126979877,49.2766172435,-123.127776649,49.2760895734,0,0
590,TEMPLETON DRIVE,-123.059816007,49.275676021,-123.059825578,49.2752235337,-123.059833594,49.2747710161,0,0
751,KEEFER ST,-123.081308832,49.2791395883,-123.080258856,49.2791238879,-123.079208879,49.2791081874,0,0
526,GEORGE ST,-123.079437527,49.2758739473,-123.079450531,49.2754197714,-123.079463536,49.2749655955,0,0
672,CHARLES ST,-123.079831051,49.2731656478,-123.079247495,49.2731580018,-123.078663938,49.2731503558,-123.07983105,49.27316565
850,WILLIAM ST,-123.081413988,49.2740881873,-123.081066972,49.2740836633,-123.080719956,49.2740791393,-123.08071996,49.27407914
839,W 72ND AV,-123.131712604,49.2056586403,-123.132538551,49.2056721007,-123.133364497,49.2056855837,0,0
921,E 57TH AV,-123.081575176,49.2181502961,-123.080814271,49.2181456926,-123.080053366,49.2181410891,0,0
823,W 43RD AV,-123.131886924,49.2322188401,-123.132639117,49.232244547,-123.13339131,49.2322702568,0,0
789,SE MARINE DRIVE,-123.084044302,49.2111129483,-123.083641514,49.2111193432,-123.083238726,49.2111257382,0,0
581,SE MARINE DRIVE,-123.085774711,49.2110871281,-123.084909507,49.2111000382,-123.084044302,49.2111129483,0,0
817,W 37TH AV,-123.130228872,49.2377299162,-123.131307373,49.2377667808,-123.132385875,49.2378036453,0,0
717,E 45TH AV,-123.082683001,49.2290777602,-123.081991546,49.2290683242,-123.081300084,49.229059402,0,0
784,ROBSON ST,-123.124804549,49.2845963798,-123.12588442,49.2852977579,-123.126964291,49.285999136,0,0
691,E 18TH AV,-123.081727114,49.2544885601,-123.08075999,49.2544739348,-123.079792867,49.2544593095,0,0
896,E 23RD AV,-123.079958843,49.2499405983,-123.078992895,49.2499250735,-123.078026944,49.2499097613,0,0
892,E 18TH AV,-123.079792867,49.2544593095,-123.07882798,49.2544444042,-123.07786309,49.2544296115,0,0
848,W PENDER ST,-123.120391476,49.2875147239,-123.121874378,49.2879503386,-123.123357281,49.2883859533,0,0
519,E HASTINGS ST,-123.082406922,49.2810146111,-123.081836768,49.2810030778,-123.081266614,49.2809915446,0,0
546,LAMEY'S MILL ROAD,-123.128025444,49.2663451908,-123.128444448,49.2663546382,-123.128863453,49.2663640855,0,0
656,W 49TH AV,-123.131898962,49.2266748313,-123.13348348,49.2267311683,-123.135067997,49.2267875052,0,0
509,E 59TH AV,-123.085475351,49.2164595841,-123.084294218,49.2164389882,-123.083113086,49.2164183924,0,0
743,HAWKS AV,-123.087382356,49.2756450416,-123.087402316,49.2751541277,-123.087422277,49.2746632137,0,0
698,E 26TH AV,-123.081895194,49.2477104943,-123.08096695,49.2477000132,-123.080038707,49.2476895322,0,0
552,MARINASIDE CRESCENT,-123.114846075,49.2738628081,-123.117156749,49.2733881318,-123.119796711,49.2730087073,0,0
515,E 8TH AV,-123.083266727,49.2633712755,-123.082299881,49.2633634102,-123.081333034,49.2633555449,0,0
795,TEMPLETON DRIVE,-123.059833594,49.2747710161,-123.059843041,49.2743187166,-123.05985231,49.2738664135,0,0
766,NANAIMO ST,-123.056566308,49.274142441,-123.056566672,49.2739910383,-123.056567035,49.2738396356,0,0
835,W 6TH AV,-123.128875854,49.2660275558,-123.130060688,49.266046567,-123.131245521,49.2660655781,0,0
605,W 27TH AV,-123.127603424,49.2472248392,-123.128744344,49.2472431172,-123.129885264,49.2472613807,0,0
944,HARWOOD ST,-123.135470065,49.2803703883,-123.136259329,49.280879057,-123.137048593,49.2813877258,0,0
683,DENMAN ST,-123.141311113,49.2875674941,-123.141552636,49.2874077544,-123.14179416,49.2872480146,0,0
783,RICHARDS ST,-123.124220646,49.2758743462,-123.123423791,49.2764013888,-123.122626935,49.2769284314,0,0
731,E KING EDWARD AV,-123.081868523,49.2485407729,-123.080940237,49.2485301388,-123.080011949,49.2485196035,0,0
517,E CORDOVA ST,-123.082363795,49.2819589636,-123.081806282,49.2819485461,-123.081248768,49.2819381286,0,0
975,PARKER ST,-123.078601284,49.2758621238,-123.07791173,49.2758525366,-123.077222176,49.2758429494,0,0
903,E 33RD AV,-123.080242894,49.2402328348,-123.080184217,49.2402325113,-123.080125541,49.2402321877,0,0
556,MELVILLE ST,-123.121411978,49.2860839098,-123.12170096,49.2862708445,-123.121989942,49.2864577791,0,0
586,SMITHE ST,-123.124388392,49.2822350651,-123.125107129,49.282947528,-123.125683077,49.2837775953,0,0
713,E 37TH AV,-123.082460345,49.2364490437,-123.081904205,49.2364422054,-123.08134807,49.2364349173,0,0
957,LAMEY'S MILL ROAD,-123.132061396,49.2666714289,-123.132662921,49.2668228921,-123.133264446,49.2669743553,0,0
707,E 31ST AV,-123.081340526,49.2424889468,-123.080763895,49.242484081,-123.080187265,49.2424791836,0,0
946,HORNBY ST,-123.128145539,49.2784145202,-123.128942607,49.2778872321,-123.129739675,49.277359944,0,0
739,GRANVILLE ST,-123.124590976,49.2781986192,-123.125387041,49.2776717664,-123.126183105,49.2771449137,0,0
973,PACIFIC ST,-123.136532908,49.2796666685,-123.137318789,49.2801753696,-123.138104671,49.2806840708,0,0
883,CYPRESS ST,-123.147678893,49.2753286142,-123.147695552,49.27488744,-123.14771207,49.2744462605,0,0
855,CARDERO ST,-123.139712576,49.2845091543,-123.140244817,49.2841565666,-123.14077893,49.283806821,0,0
927,E 7TH AV,-123.079379697,49.2642448372,-123.078414348,49.2642372541,-123.077448998,49.2642297771,0,0
947,HOWE ST,-123.127174707,49.2777864597,-123.127971487,49.277259139,-123.128768266,49.2767318182,0,0
577,SCANTLINGS,-123.12774773,49.2676275852,-123.127751077,49.2675370758,-123.127754424,49.2674465665,0,0
571,QUEBEC ST,-123.102063725,49.2760648913,-123.102023786,49.2757012651,-123.101983847,49.2753376389,0,0
802,VICTORIA DRIVE,-123.065643867,49.2748156069,-123.06565174,49.2743638631,-123.065662657,49.2739121825,0,0
951,KASLO ST,-123.04685315,49.2741337349,-123.046860907,49.2736964501,-123.04686798,49.2732591537,0,0
912,E 43RD AV,-123.081236568,49.2308653706,-123.08054317,49.2308554253,-123.07984977,49.2308455854,0,0
657,WAVERLEY AV,-123.082336732,49.2270153052,-123.081159894,49.2269939583,-123.079983056,49.2269726113,0,0
624,W 74TH AV,-123.130381652,49.2040413023,-123.131086188,49.2037454928,-123.131790725,49.2034496834,-123.13179073,49.20344968
920,E 55TH AV,-123.081557814,49.2196000778,-123.080849962,49.2195947777,-123.080142109,49.2195895538,0,0
642,E 54TH AV,-123.082988758,49.2205181237,-123.081603928,49.22049656,-123.080219098,49.2204749681,0,0
963,MCLEAN DRIVE,-123.074444836,49.2739937336,-123.074444286,49.2735411695,-123.074449303,49.2730886348,0,0
771,ODLUM DRIVE,-123.075857758,49.2749131303,-123.075866547,49.2744610605,-123.075884417,49.2740092583,0,0
918,E 51ST AV,-123.081496637,49.2234503119,-123.080801366,49.2234374807,-123.080106094,49.2234246496,0,0
931,E KENT AV SOUTH,-123.081711618,49.2087044152,-123.081262153,49.2087425656,-123.080812687,49.208780716,0,0
819,W 39TH AV,-123.130293112,49.2358772723,-123.13137156,49.2359143121,-123.132450007,49.235951352,0,0
756,LAMEY'S MILL ROAD,-123.129029081,49.2663678217,-123.129836473,49.2663860105,-123.130642574,49.2664317276,0,0
993,TEMPLETON DRIVE,-123.05985231,49.2738664135,-123.05986128,49.2734138344,-123.0598702,49.2729612543,0,0
666,BOUNDARY ROAD,-123.023599634,49.2749372138,-123.023601759,49.2745205159,-123.023603883,49.2741038179,0,0
868,BOUNDARY ROAD,-123.023603883,49.2741038179,-123.02360661,49.2736673573,-123.023609337,49.2732308968,0,0
644,E 61ST AV,-123.083143392,49.2146671334,-123.081622072,49.2146570992,-123.080100752,49.2146470651,0,0
699,E 27TH AV,-123.082668744,49.2465276912,-123.082302106,49.2465256586,-123.081935467,49.246523626,0,0
518,E GEORGIA ST,-123.082279756,49.278256077,-123.081804657,49.2782484186,-123.081329571,49.2782399737,-123.08227976,49.27825608
594,VENABLES ST,-123.082585379,49.2768252389,-123.081970295,49.2768174172,-123.081355211,49.2768095955,0,0
830,W 54TH AV,-123.132074567,49.2215872124,-123.132768108,49.2215970346,-123.13346165,49.2216068569,0,0
829,W 54TH AV,-123.130687333,49.2215675523,-123.13138095,49.2215773823,-123.132074567,49.2215872124,0,0
599,W 12TH AV,-123.12667851,49.2605746219,-123.12787776,49.2605937362,-123.129077009,49.2606128505,0,0
804,W 11TH AV,-123.129041844,49.2615528353,-123.130227037,49.2615718111,-123.13141223,49.2615907869,0,0
1012,W 38TH AV,-123.132418114,49.2368724841,-123.133568238,49.2369121592,-123.134718363,49.2369518343,0,0
858,E 27TH AV,-123.080079414,49.2464546387,-123.078143849,49.2464393072,-123.076208285,49.2464238767,0,0
925,E 67TH AV,-123.082110072,49.2095166053,-123.081419793,49.2095109121,-123.080729513,49.2095052189,0,0
989,SEYMOUR ST,-123.125191379,49.2765032855,-123.12598859,49.275975546,-123.126785802,49.2754478066,0,0
958,LAMEY'S MILL ROAD,-123.133264446,49.2669743553,-123.133421972,49.2670132396,-123.133579498,49.2670521238,0,0
530,GREAT NORTHERN WAY,-123.082902441,49.2654963665,-123.082101146,49.2653427094,-123.081294228,49.2652255222,0,0
966,NANTON AV,-123.132090715,49.2463763488,-123.1332775,49.2463960894,-123.134440119,49.2466095927,0,0
904,E 33RD AV,-123.080125541,49.2402321877,-123.079542071,49.2402289553,-123.078958601,49.240225723,0,0
708,E 33RD AV,-123.082352513,49.2402446542,-123.081941038,49.2402418792,-123.081529563,49.2402391041,0,0
710,E 33RD AV,-123.081529563,49.2402391041,-123.081384699,49.2402383241,-123.081239836,49.2402375442,0,0
899,E 29TH AV,-123.080135081,49.2445908237,-123.07948986,49.2445861385,-123.07884464,49.2445814211,0,0
791,SEMLIN DRIVE,-123.063509979,49.2747995386,-123.063520156,49.274283771,-123.063530333,49.2737680033,0,0
913,E 45TH AV,-123.081300084,49.229059402,-123.080607285,49.2290504375,-123.079914492,49.229041092,0,0
879,COMMERCIAL DRIVE,-123.069536539,49.2739365419,-123.069540964,49.2734851157,-123.069545388,49.2730336894,0,0
950,KAMLOOPS ST,-123.054641333,49.2741400742,-123.054642652,49.273703053,-123.05464298,49.2732660298,0,0
991,SLOCAN ST,-123.049377229,49.2741362729,-123.049384984,49.2736989813,-123.049392317,49.2732616823,0,0
971,ODLUM DRIVE,-123.075884417,49.2740092583,-123.075889764,49.2735562976,-123.075895111,49.2731033368,0,0
974,PARK DRIVE,-123.132754461,49.2152308832,-123.133438144,49.2154261633,-123.134121868,49.2156212991,0,0
774,PARK DRIVE,-123.131385797,49.214839938,-123.132070127,49.2150354182,-123.132754461,49.2152308832,0,0
851,WINDERMERE ST,-123.036330765,49.2749555628,-123.036336781,49.2745428967,-123.036342367,49.2741302247,0,0
916,E 49TH AV,-123.08141914,49.2253483776,-123.080727352,49.2253359075,-123.080035563,49.2253234373,0,0
513,E 64TH AV,-123.085730237,49.211990216,-123.084935738,49.2119851196,-123.084141239,49.2119800233,-123.08414124,49.21198002
758,LILY ST,-123.06455707,49.2748075118,-123.064567079,49.2742916457,-123.064577087,49.2737757796,0,0
525,GARDEN DRIVE,-123.057882777,49.2756609042,-123.057890895,49.2752084406,-123.057898709,49.2747559715,0,0
775,PARKER ST,-123.081371082,49.2759020781,-123.080676797,49.2758919801,-123.079982511,49.275881882,0,0
650,STATION ST,-123.098551099,49.2745515508,-123.098594474,49.2735541049,-123.098629538,49.2725563588,0,0
786,ROSSLAND ST,-123.045501645,49.2753760066,-123.045511686,49.2747920396,-123.045521728,49.2742080726,0,0
972,PACIFIC BOULEVARD,-123.121362575,49.2740220097,-123.122519837,49.2737280771,-123.123677094,49.2734341305,0,0
813,W 27TH AV,-123.129885264,49.2472613807,-123.130970991,49.2472787567,-123.132056718,49.2472961323,0,0
669,BURRARD ST,-123.127573968,49.2801275925,-123.128369823,49.2796010244,-123.129165673,49.2790744485,0,0
763,MELVILLE ST,-123.121989942,49.2864577791,-123.123072416,49.2871579841,-123.124154891,49.2878581891,0,0
905,E 35TH AV,-123.080186505,49.2381745384,-123.079619607,49.2381724366,-123.079052661,49.2381652442,0,0
706,E 31ST AV,-123.082728969,49.2424998157,-123.082034748,49.2424942504,-123.081340526,49.2424889468,0,0
870,BURNABY ST,-123.134407026,49.2810740192,-123.135190798,49.2815852064,-123.135974569,49.2820963935,0,0
689,E 16TH AV,-123.081659954,49.2562951082,-123.080692791,49.2562815217,-123.079725627,49.2562679353,0,0
891,E 17TH AV,-123.079759131,49.2553638838,-123.078794712,49.2553490068,-123.077830293,49.2553341298,0,0
945,HOMER ST,-123.123250959,49.2752460551,-123.124047979,49.2747183602,-123.124844998,49.2741906653,0,0
857,E 26TH AV,-123.080043936,49.247524691,-123.078107672,49.2475013152,-123.076171408,49.2474778722,0,0
732,E PENDER ST,-123.081284134,49.2800398334,-123.080233174,49.2800274711,-123.079182215,49.2800151088,0,0
800,VENABLES ST,-123.079965415,49.2767873132,-123.079621117,49.2767826755,-123.079276818,49.2767780378,0,0
510,E 61ST AV,-123.085674896,49.2147266134,-123.084409145,49.2146968445,-123.083143392,49.2146671334,0,0
836,W 70TH AV,-123.131609072,49.2084859977,-123.132298253,49.2084964773,-123.13298743,49.20850715,0,0
653,W 46TH AV,-123.131985352,49.2294280477,-123.13347875,49.2294800103,-123.134972148,49.229531973,0,0
801,VERNON DRIVE,-123.078627489,49.2749549594,-123.078635331,49.2745039938,-123.078643172,49.2740530282,0,0
623,W 72ND AV,-123.130326153,49.2056359895,-123.131019382,49.2056470925,-123.131712604,49.2056586403,0,0
901,E 2ND AV,-123.078856764,49.2687644199,-123.078107017,49.2687581714,-123.07735727,49.2687519228,0,0
919,E 53RD AV,-123.081558879,49.2218495157,-123.080862958,49.2218383188,-123.080167016,49.2218285236,0,0
933,E PENDER ST,-123.079167778,49.2803930142,-123.078138767,49.2803795427,-123.077109757,49.2803660711,0,0
787,RUPERT ST,-123.03360546,49.2749527634,-123.033610872,49.2745401435,-123.033616296,49.2741275238,0,0
793,SKEENA ST,-123.028378574,49.2749314075,-123.028377786,49.274518996,-123.028376685,49.2741065853,0,0
781,POWELL ST,-123.079151858,49.2829222179,-123.079569415,49.2828654528,-123.079987303,49.2828111881,0,0
760,MAPLE ST,-123.15004492,49.2762494889,-123.150061398,49.2758084574,-123.150077562,49.2753674142,0,0
567,PARKER ST,-123.082629758,49.2757965349,-123.082001916,49.2757848509,-123.081374073,49.2757731669,0,0
847,W KING EDWARD AV,-123.129810762,49.2492622107,-123.130896759,49.249279443,-123.131982755,49.2492966753,0,0
768,NAPIER ST,-123.079463536,49.2749655955,-123.079045513,49.2749602774,-123.078627489,49.2749549594,0,0
700,E 27TH AV,-123.081323172,49.2465203976,-123.080700247,49.2465176669,-123.080077326,49.2465142965,0,0
529,GRANVILLE ST,-123.122998379,49.279252591,-123.123794677,49.2787256051,-123.124590976,49.2781986192,0,0
630,W HASTINGS ST,-123.117008026,49.2871171957,-123.11838818,49.2875224938,-123.119768334,49.2879277919,0,0
873,BUTE ST,-123.133343847,49.2817775586,-123.133875573,49.2814259949,-123.134407026,49.2810740192,0,0
770,NICOLA ST,-123.136407343,49.2851523723,-123.136938619,49.2848004517,-123.137470249,49.2844490672,0,0
969,NICOLA ST,-123.137470249,49.2844490672,-123.138001491,49.2840971625,-123.138533029,49.2837457056,0,0
527,GILFORD ST,-123.140178784,49.2903778124,-123.140710212,49.2900255782,-123.1412422,49.2896741929,0,0
668,BURNABY ST,-123.132245084,49.2796748298,-123.133326055,49.2803744245,-123.134407026,49.2810740192,0,0
996,VENABLES ST,-123.079276818,49.2767780378,-123.078929989,49.2767733134,-123.078583161,49.276768589,0,0
